Project Usages

Resource,Type,User,Current used by user,Total used by user,Total used,Reserved value,Date,Uploaded at
credits,Consumable,vsc46187,464.82 Hours,3070890.44 Hours,3415534.57 Hours,11682800.0 Hours,31/03/2025 - 00:00,01/04/2025 - 06:03
credits,Consumable,vsc44251,3246.04 Hours,159978.86 Hours,3415069.75 Hours,11682800.0 Hours,31/03/2025 - 00:00,01/04/2025 - 06:03
credits,Consumable,vsc44251,1454.93 Hours,156732.82 Hours,3411823.7 Hours,11682800.0 Hours,30/03/2025 - 00:00,31/03/2025 - 06:03
credits,Consumable,vsc46187,4647.32 Hours,3070425.62 Hours,3410368.78 Hours,11682800.0 Hours,30/03/2025 - 00:00,31/03/2025 - 06:03
credits,Consumable,vsc44251,2994.74 Hours,155277.89 Hours,3405721.46 Hours,11682800.0 Hours,29/03/2025 - 00:00,30/03/2025 - 06:03
credits,Consumable,vsc45925,2256.3 Hours,184665.27 Hours,3402726.72 Hours,11682800.0 Hours,29/03/2025 - 00:00,30/03/2025 - 06:03
credits,Consumable,vsc46187,4153.51 Hours,3065778.3 Hours,3400470.42 Hours,11682800.0 Hours,29/03/2025 - 00:00,30/03/2025 - 06:03
credits,Consumable,vsc44251,227.13 Hours,152283.15 Hours,3396316.9 Hours,11682800.0 Hours,28/03/2025 - 00:00,29/03/2025 - 06:03
credits,Consumable,vsc45925,9749.55 Hours,182408.97 Hours,3396089.77 Hours,11682800.0 Hours,28/03/2025 - 00:00,29/03/2025 - 06:03
credits,Consumable,vsc46187,4492.95 Hours,3061624.79 Hours,3386340.22 Hours,11682800.0 Hours,28/03/2025 - 00:00,29/03/2025 - 06:03
credits,Consumable,vsc46187,18.92 Hours,3057131.84 Hours,3381847.27 Hours,11682800.0 Hours,27/03/2025 - 00:00,28/03/2025 - 06:03
credits,Consumable,vsc44251,209.59 Hours,152056.01 Hours,3381828.35 Hours,11682800.0 Hours,27/03/2025 - 00:00,28/03/2025 - 06:03
credits,Consumable,vsc45925,214.81 Hours,172659.41 Hours,3381618.76 Hours,11682800.0 Hours,26/03/2025 - 00:00,27/03/2025 - 06:04
credits,Consumable,vsc44251,481.06 Hours,151846.42 Hours,3381403.95 Hours,11682800.0 Hours,26/03/2025 - 00:00,27/03/2025 - 06:04
credits,Consumable,vsc46187,13761.23 Hours,3057112.92 Hours,3380922.89 Hours,11682800.0 Hours,26/03/2025 - 00:00,27/03/2025 - 06:04
credits,Consumable,vsc44251,82.9 Hours,151365.36 Hours,3367161.66 Hours,11682800.0 Hours,25/03/2025 - 00:00,26/03/2025 - 06:03
credits,Consumable,vsc46187,5120.49 Hours,3043351.69 Hours,3367078.76 Hours,11682800.0 Hours,25/03/2025 - 00:00,26/03/2025 - 06:03
credits,Consumable,vsc45925,11415.3 Hours,172444.61 Hours,3361958.27 Hours,11682800.0 Hours,25/03/2025 - 00:00,26/03/2025 - 06:03
credits,Consumable,vsc46187,1625.62 Hours,3038231.2 Hours,3350542.97 Hours,11682800.0 Hours,24/03/2025 - 00:00,25/03/2025 - 06:03
credits,Consumable,vsc45925,127.4 Hours,161029.31 Hours,3348917.35 Hours,11682800.0 Hours,24/03/2025 - 00:00,25/03/2025 - 06:03
credits,Consumable,vsc46187,23427.14 Hours,3036605.58 Hours,3348789.95 Hours,11682800.0 Hours,22/03/2025 - 00:00,23/03/2025 - 06:03
credits,Consumable,vsc45925,24.79 Hours,160901.91 Hours,3325362.81 Hours,11682800.0 Hours,21/03/2025 - 00:00,22/03/2025 - 06:03
credits,Consumable,vsc46187,15605.44 Hours,3013178.44 Hours,3325338.02 Hours,11682800.0 Hours,21/03/2025 - 00:00,22/03/2025 - 06:03
credits,Consumable,vsc46187,25266.22 Hours,2997573.0 Hours,3309732.58 Hours,11682800.0 Hours,20/03/2025 - 00:00,21/03/2025 - 06:03
credits,Consumable,vsc44251,4560.47 Hours,151282.46 Hours,3284466.36 Hours,11682800.0 Hours,20/03/2025 - 00:00,21/03/2025 - 06:03
credits,Consumable,vsc45925,25033.78 Hours,160877.12 Hours,3279905.89 Hours,11682800.0 Hours,20/03/2025 - 00:00,21/03/2025 - 06:03
credits,Consumable,vsc46187,249.43 Hours,2972306.78 Hours,3254872.11 Hours,11682800.0 Hours,19/03/2025 - 00:00,20/03/2025 - 06:03
credits,Consumable,vsc45925,16422.14 Hours,135843.33 Hours,3254622.68 Hours,11682800.0 Hours,19/03/2025 - 00:00,20/03/2025 - 06:03
credits,Consumable,vsc44251,7698.6 Hours,146721.99 Hours,3238200.53 Hours,11682800.0 Hours,19/03/2025 - 00:00,20/03/2025 - 06:03
credits,Consumable,vsc45925,12916.62 Hours,119421.19 Hours,3230501.94 Hours,11682800.0 Hours,18/03/2025 - 00:00,19/03/2025 - 06:03
credits,Consumable,vsc44251,6620.78 Hours,139023.39 Hours,3217585.31 Hours,11682800.0 Hours,18/03/2025 - 00:00,19/03/2025 - 06:03
credits,Consumable,vsc46187,190737.9 Hours,2972057.35 Hours,3210964.53 Hours,11682800.0 Hours,18/03/2025 - 00:00,19/03/2025 - 06:03
credits,Consumable,vsc45925,32601.03 Hours,106504.57 Hours,3020226.63 Hours,11682800.0 Hours,17/03/2025 - 00:00,18/03/2025 - 06:03
credits,Consumable,vsc44251,8257.58 Hours,132402.61 Hours,2987625.6 Hours,11682800.0 Hours,17/03/2025 - 00:00,18/03/2025 - 06:03
credits,Consumable,vsc46187,83517.27 Hours,2781319.45 Hours,2979368.02 Hours,11682800.0 Hours,17/03/2025 - 00:00,18/03/2025 - 06:03
credits,Consumable,vsc45925,1178.35 Hours,73903.54 Hours,2895850.75 Hours,11682800.0 Hours,16/03/2025 - 00:00,17/03/2025 - 06:03
credits,Consumable,vsc46187,69010.5 Hours,2697802.18 Hours,2894672.4 Hours,11682800.0 Hours,16/03/2025 - 00:00,17/03/2025 - 06:03
credits,Consumable,vsc44251,8937.14 Hours,124145.03 Hours,2825661.9 Hours,11682800.0 Hours,16/03/2025 - 00:00,17/03/2025 - 06:03
credits,Consumable,vsc46187,21054.87 Hours,2628791.68 Hours,2816724.76 Hours,11682800.0 Hours,15/03/2025 - 00:00,16/03/2025 - 06:03
credits,Consumable,vsc45925,14246.8 Hours,72725.19 Hours,2795669.89 Hours,11682800.0 Hours,15/03/2025 - 00:00,16/03/2025 - 06:03
credits,Consumable,vsc44251,8165.0 Hours,115207.89 Hours,2781423.09 Hours,11682800.0 Hours,15/03/2025 - 00:00,16/03/2025 - 06:03
credits,Consumable,vsc45925,23415.12 Hours,58478.39 Hours,2773258.08 Hours,11682800.0 Hours,14/03/2025 - 00:00,15/03/2025 - 06:03
credits,Consumable,vsc44251,8010.43 Hours,107042.88 Hours,2749842.96 Hours,11682800.0 Hours,14/03/2025 - 00:00,15/03/2025 - 06:03
credits,Consumable,vsc45925,2114.37 Hours,35063.27 Hours,2741832.53 Hours,11682800.0 Hours,13/03/2025 - 00:00,14/03/2025 - 06:03
credits,Consumable,vsc44251,6955.15 Hours,99032.46 Hours,2739718.17 Hours,11682800.0 Hours,13/03/2025 - 00:00,14/03/2025 - 06:03
credits,Consumable,vsc45925,5481.07 Hours,32948.9 Hours,2732763.02 Hours,11682800.0 Hours,12/03/2025 - 00:00,13/03/2025 - 06:03
credits,Consumable,vsc44251,4604.75 Hours,92077.3 Hours,2727281.95 Hours,11682800.0 Hours,12/03/2025 - 00:00,13/03/2025 - 06:03
credits,Consumable,vsc46187,830.37 Hours,2607736.81 Hours,2722677.2 Hours,11682800.0 Hours,12/03/2025 - 00:00,13/03/2025 - 06:03
credits,Consumable,vsc45925,8.56 Hours,27467.83 Hours,2721846.84 Hours,11682800.0 Hours,11/03/2025 - 00:00,12/03/2025 - 06:03
credits,Consumable,vsc46187,2733.78 Hours,2606906.44 Hours,2721838.28 Hours,11682800.0 Hours,11/03/2025 - 00:00,12/03/2025 - 06:03
credits,Consumable,vsc44251,1627.74 Hours,87472.56 Hours,2719104.5 Hours,11682800.0 Hours,11/03/2025 - 00:00,12/03/2025 - 06:03
credits,Consumable,vsc44251,1433.06 Hours,85844.82 Hours,2717476.76 Hours,11682800.0 Hours,10/03/2025 - 00:00,11/03/2025 - 06:03
credits,Consumable,vsc46187,678.58 Hours,2604172.66 Hours,2716043.7 Hours,11682800.0 Hours,10/03/2025 - 00:00,11/03/2025 - 06:03
credits,Consumable,vsc44251,1641.1 Hours,84411.76 Hours,2715365.12 Hours,11682800.0 Hours,09/03/2025 - 00:00,10/03/2025 - 06:03
credits,Consumable,vsc46187,23818.83 Hours,2603494.08 Hours,2713724.02 Hours,11682800.0 Hours,09/03/2025 - 00:00,10/03/2025 - 06:03
credits,Consumable,vsc44251,1972.1 Hours,82770.66 Hours,2689905.2 Hours,11682800.0 Hours,08/03/2025 - 00:00,09/03/2025 - 06:03
credits,Consumable,vsc46187,8816.73 Hours,2579675.26 Hours,2687933.09 Hours,11682800.0 Hours,08/03/2025 - 00:00,09/03/2025 - 06:03
credits,Consumable,vsc46187,680.44 Hours,2570858.53 Hours,2679116.36 Hours,11682800.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
credits,Consumable,vsc44251,2625.29 Hours,80798.55 Hours,2678435.92 Hours,11682800.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
credits,Consumable,vsc46187,2515.47 Hours,2570178.09 Hours,2675810.63 Hours,11682800.0 Hours,06/03/2025 - 00:00,07/03/2025 - 06:03
credits,Consumable,vsc44251,2222.72 Hours,78173.26 Hours,2673295.16 Hours,11682800.0 Hours,06/03/2025 - 00:00,07/03/2025 - 06:03
credits,Consumable,vsc44251,1547.64 Hours,75950.55 Hours,2671072.45 Hours,11682800.0 Hours,05/03/2025 - 00:00,06/03/2025 - 06:03
credits,Consumable,vsc46187,28493.37 Hours,2567662.62 Hours,2669524.8 Hours,11682800.0 Hours,05/03/2025 - 00:00,06/03/2025 - 06:03
credits,Consumable,vsc44251,42.48 Hours,74402.9 Hours,2641031.43 Hours,11682800.0 Hours,04/03/2025 - 00:00,05/03/2025 - 06:03
credits,Consumable,vsc46187,17891.76 Hours,2539169.24 Hours,2640988.96 Hours,11682800.0 Hours,04/03/2025 - 00:00,05/03/2025 - 06:03
credits,Consumable,vsc44251,1404.38 Hours,74360.43 Hours,2623097.2 Hours,11682800.0 Hours,03/03/2025 - 00:00,04/03/2025 - 06:03
credits,Consumable,vsc44251,1783.86 Hours,72956.05 Hours,2621692.82 Hours,11682800.0 Hours,02/03/2025 - 00:00,03/03/2025 - 06:03
credits,Consumable,vsc46187,20835.11 Hours,2521277.49 Hours,2619908.96 Hours,11682800.0 Hours,02/03/2025 - 00:00,03/03/2025 - 06:03
credits,Consumable,vsc44251,2376.51 Hours,71172.19 Hours,2599073.85 Hours,11682800.0 Hours,01/03/2025 - 00:00,02/03/2025 - 06:03
credits,Consumable,vsc46187,2137.02 Hours,2500442.38 Hours,2596697.34 Hours,11682800.0 Hours,01/03/2025 - 00:00,02/03/2025 - 06:03
credits,Consumable,vsc46187,134891.83 Hours,2498305.36 Hours,2594560.32 Hours,11682800.0 Hours,24/02/2025 - 00:00,25/02/2025 - 06:03
credits,Consumable,vsc44251,2782.96 Hours,68795.68 Hours,2459668.49 Hours,11682800.0 Hours,23/02/2025 - 00:00,24/02/2025 - 06:03
credits,Consumable,vsc46187,93051.97 Hours,2363413.53 Hours,2456885.53 Hours,11682800.0 Hours,23/02/2025 - 00:00,24/02/2025 - 06:03
credits,Consumable,vsc46187,17399.21 Hours,2270361.56 Hours,2363833.56 Hours,11682800.0 Hours,22/02/2025 - 00:00,23/02/2025 - 06:03
credits,Consumable,vsc44251,6510.28 Hours,66012.72 Hours,2346434.35 Hours,11682800.0 Hours,22/02/2025 - 00:00,23/02/2025 - 06:03
credits,Consumable,vsc46187,10416.89 Hours,2252962.35 Hours,2339924.07 Hours,11682800.0 Hours,21/02/2025 - 00:00,22/02/2025 - 06:03
credits,Consumable,vsc44251,5758.68 Hours,59502.45 Hours,2329507.18 Hours,11682800.0 Hours,21/02/2025 - 00:00,22/02/2025 - 06:03
credits,Consumable,vsc46187,34985.32 Hours,2242545.46 Hours,2323748.51 Hours,11682800.0 Hours,20/02/2025 - 00:00,21/02/2025 - 06:03
credits,Consumable,vsc44251,6375.19 Hours,53743.77 Hours,2288763.19 Hours,11682800.0 Hours,20/02/2025 - 00:00,21/02/2025 - 06:03
credits,Consumable,vsc46187,33513.93 Hours,2207560.14 Hours,2282388.0 Hours,11682800.0 Hours,19/02/2025 - 00:00,20/02/2025 - 06:03
credits,Consumable,vsc44251,7423.72 Hours,47368.58 Hours,2248874.07 Hours,11682800.0 Hours,19/02/2025 - 00:00,20/02/2025 - 06:03
credits,Consumable,vsc46187,68300.41 Hours,2174046.21 Hours,2241450.35 Hours,11682800.0 Hours,18/02/2025 - 00:00,19/02/2025 - 06:03
credits,Consumable,vsc44251,5479.76 Hours,39944.86 Hours,2173149.95 Hours,11682800.0 Hours,18/02/2025 - 00:00,19/02/2025 - 06:03
credits,Consumable,vsc46187,98.95 Hours,2105745.8 Hours,2167670.19 Hours,11682800.0 Hours,17/02/2025 - 00:00,18/02/2025 - 06:03
credits,Consumable,vsc44251,4823.18 Hours,34465.1 Hours,2167571.24 Hours,11682800.0 Hours,17/02/2025 - 00:00,18/02/2025 - 06:03
credits,Consumable,vsc46187,10173.48 Hours,2105646.85 Hours,2162748.06 Hours,11682800.0 Hours,16/02/2025 - 00:00,17/02/2025 - 06:03
credits,Consumable,vsc44251,6335.56 Hours,29641.92 Hours,2152574.58 Hours,11682800.0 Hours,16/02/2025 - 00:00,17/02/2025 - 06:03
credits,Consumable,vsc46187,2440.8 Hours,2095473.37 Hours,2146239.02 Hours,11682800.0 Hours,15/02/2025 - 00:00,16/02/2025 - 06:03
credits,Consumable,vsc44251,3161.23 Hours,23306.37 Hours,2143798.22 Hours,11682800.0 Hours,15/02/2025 - 00:00,16/02/2025 - 06:03
credits,Consumable,vsc46187,893.92 Hours,2093032.57 Hours,2140636.99 Hours,11682800.0 Hours,14/02/2025 - 00:00,15/02/2025 - 06:03
credits,Consumable,vsc44251,3701.69 Hours,20145.14 Hours,2139743.07 Hours,11682800.0 Hours,14/02/2025 - 00:00,15/02/2025 - 06:03
credits,Consumable,vsc46187,6922.39 Hours,2092138.65 Hours,2136041.38 Hours,11682800.0 Hours,13/02/2025 - 00:00,14/02/2025 - 06:03
credits,Consumable,vsc44251,1903.64 Hours,16443.45 Hours,2129118.99 Hours,11682800.0 Hours,13/02/2025 - 00:00,14/02/2025 - 06:03
credits,Consumable,vsc46187,16052.81 Hours,2085216.26 Hours,2127215.36 Hours,11682800.0 Hours,12/02/2025 - 00:00,13/02/2025 - 06:03
credits,Consumable,vsc44251,1141.48 Hours,14539.81 Hours,2111162.55 Hours,11682800.0 Hours,12/02/2025 - 00:00,13/02/2025 - 06:03
credits,Consumable,vsc44251,1727.47 Hours,13398.33 Hours,2110021.07 Hours,11682800.0 Hours,11/02/2025 - 00:00,12/02/2025 - 06:03
credits,Consumable,vsc46187,207079.53 Hours,2069163.46 Hours,2108293.6 Hours,11682800.0 Hours,11/02/2025 - 00:00,12/02/2025 - 06:03
credits,Consumable,vsc44251,1262.91 Hours,11670.86 Hours,1901214.06 Hours,11682800.0 Hours,10/02/2025 - 00:00,11/02/2025 - 06:03
credits,Consumable,vsc46187,185481.96 Hours,1862083.92 Hours,1899951.16 Hours,11682800.0 Hours,10/02/2025 - 00:00,11/02/2025 - 06:03
credits,Consumable,vsc44251,1837.2 Hours,10407.95 Hours,1714469.19 Hours,11682800.0 Hours,09/02/2025 - 00:00,10/02/2025 - 06:03
credits,Consumable,vsc46187,218134.73 Hours,1676601.96 Hours,1712632.0 Hours,11682800.0 Hours,09/02/2025 - 00:00,10/02/2025 - 06:03
credits,Consumable,vsc44251,1793.07 Hours,8570.76 Hours,1494497.27 Hours,11682800.0 Hours,08/02/2025 - 00:00,09/02/2025 - 06:03
credits,Consumable,vsc46187,284622.89 Hours,1458467.23 Hours,1492704.2 Hours,11682800.0 Hours,08/02/2025 - 00:00,09/02/2025 - 06:03
credits,Consumable,vsc44251,1076.39 Hours,6777.69 Hours,1208081.31 Hours,11682800.0 Hours,07/02/2025 - 00:00,08/02/2025 - 06:03
credits,Consumable,vsc46187,168912.77 Hours,1173844.33 Hours,1207004.92 Hours,11682800.0 Hours,07/02/2025 - 00:00,08/02/2025 - 06:03
credits,Consumable,vsc44251,1015.36 Hours,5701.3 Hours,1038092.14 Hours,11682800.0 Hours,06/02/2025 - 00:00,07/02/2025 - 06:03
credits,Consumable,vsc46187,168959.38 Hours,1004931.56 Hours,1037076.78 Hours,11682800.0 Hours,06/02/2025 - 00:00,07/02/2025 - 06:03
credits,Consumable,vsc46187,20157.68 Hours,835972.18 Hours,868117.4 Hours,11682800.0 Hours,05/02/2025 - 00:00,06/02/2025 - 06:03
credits,Consumable,vsc46187,3667.33 Hours,815814.51 Hours,847959.72 Hours,11682800.0 Hours,04/02/2025 - 00:00,05/02/2025 - 06:03
credits,Consumable,vsc46187,228.36 Hours,812147.18 Hours,844292.39 Hours,11682800.0 Hours,03/02/2025 - 00:00,04/02/2025 - 06:03
credits,Consumable,vsc46187,5097.76 Hours,811918.82 Hours,844064.03 Hours,11682800.0 Hours,02/02/2025 - 00:00,03/02/2025 - 06:03
credits,Consumable,vsc46187,21995.35 Hours,806821.06 Hours,838966.28 Hours,11682800.0 Hours,01/02/2025 - 00:00,02/02/2025 - 06:03
credits,Consumable,vsc44251,50.22 Hours,4685.94 Hours,816970.93 Hours,11682800.0 Hours,31/01/2025 - 00:00,01/02/2025 - 06:03
credits,Consumable,vsc46187,1220.97 Hours,784825.71 Hours,816920.71 Hours,11682800.0 Hours,31/01/2025 - 00:00,01/02/2025 - 06:03
credits,Consumable,vsc46187,2964.93 Hours,783604.74 Hours,815699.74 Hours,11682800.0 Hours,29/01/2025 - 00:00,30/01/2025 - 06:03
