Project Usages

Resource,Type,User,Current used by user,Total used by user,Total used,Reserved value,Date,Uploaded at
cpu,Consumable,vsc46275,455.77 Hours,228594.22 Hours,18948050.47 Hours,51212384.0 Hours,22/04/2025 - 00:00,23/04/2025 - 06:03
cpu,Consumable,vsc45628,15206.54 Hours,1330376.39 Hours,18947594.7 Hours,51212384.0 Hours,22/04/2025 - 00:00,23/04/2025 - 06:03
cpu,Consumable,vsc46032,10479.5 Hours,3293512.5 Hours,18932388.16 Hours,51212384.0 Hours,22/04/2025 - 00:00,23/04/2025 - 06:03
cpu,Consumable,vsc45381,60.01 Hours,7553689.23 Hours,18921908.66 Hours,51212384.0 Hours,21/04/2025 - 00:00,22/04/2025 - 06:03
cpu,Consumable,vsc45628,19412.31 Hours,1315169.85 Hours,18921848.64 Hours,51212384.0 Hours,21/04/2025 - 00:00,22/04/2025 - 06:03
cpu,Consumable,vsc46032,29953.14 Hours,3283033.0 Hours,18902436.33 Hours,51212384.0 Hours,21/04/2025 - 00:00,22/04/2025 - 06:03
cpu,Consumable,vsc45302,1915.98 Hours,879314.2 Hours,18872483.19 Hours,51212384.0 Hours,20/04/2025 - 00:00,21/04/2025 - 06:03
cpu,Consumable,vsc45628,22806.08 Hours,1295757.53 Hours,18870567.21 Hours,51212384.0 Hours,20/04/2025 - 00:00,21/04/2025 - 06:03
cpu,Consumable,vsc46032,29438.01 Hours,3253079.86 Hours,18847761.13 Hours,51212384.0 Hours,20/04/2025 - 00:00,21/04/2025 - 06:03
cpu,Consumable,vsc45302,4921.92 Hours,877398.22 Hours,18818323.13 Hours,51212384.0 Hours,19/04/2025 - 00:00,20/04/2025 - 06:03
cpu,Consumable,vsc45628,18749.58 Hours,1272951.45 Hours,18813401.21 Hours,51212384.0 Hours,19/04/2025 - 00:00,20/04/2025 - 06:03
cpu,Consumable,vsc46032,22756.37 Hours,3223641.86 Hours,18794651.62 Hours,51212384.0 Hours,19/04/2025 - 00:00,20/04/2025 - 06:03
cpu,Consumable,vsc45381,1729.11 Hours,7553629.22 Hours,18771895.25 Hours,51212384.0 Hours,18/04/2025 - 00:00,19/04/2025 - 06:03
cpu,Consumable,vsc45302,4527.04 Hours,872476.3 Hours,18770166.14 Hours,51212384.0 Hours,18/04/2025 - 00:00,19/04/2025 - 06:03
cpu,Consumable,vsc45628,18543.36 Hours,1254201.87 Hours,18765639.1 Hours,51212384.0 Hours,18/04/2025 - 00:00,19/04/2025 - 06:03
cpu,Consumable,vsc46032,28991.0 Hours,3200885.48 Hours,18747095.74 Hours,51212384.0 Hours,18/04/2025 - 00:00,19/04/2025 - 06:03
cpu,Consumable,vsc45302,2910.58 Hours,867949.26 Hours,18718104.74 Hours,51212384.0 Hours,17/04/2025 - 00:00,18/04/2025 - 06:03
cpu,Consumable,vsc46275,5266.47 Hours,228138.45 Hours,18715194.16 Hours,51212384.0 Hours,17/04/2025 - 00:00,18/04/2025 - 06:03
cpu,Consumable,vsc45628,12416.43 Hours,1235658.51 Hours,18709927.69 Hours,51212384.0 Hours,17/04/2025 - 00:00,18/04/2025 - 06:03
cpu,Consumable,vsc46032,27484.16 Hours,3171894.48 Hours,18697511.26 Hours,51212384.0 Hours,17/04/2025 - 00:00,18/04/2025 - 06:03
cpu,Consumable,vsc46275,2829.21 Hours,222871.98 Hours,18670027.1 Hours,51212384.0 Hours,16/04/2025 - 00:00,17/04/2025 - 06:03
cpu,Consumable,vsc45302,883.97 Hours,865038.69 Hours,18667197.89 Hours,51212384.0 Hours,16/04/2025 - 00:00,17/04/2025 - 06:03
cpu,Consumable,vsc45628,3988.47 Hours,1223242.09 Hours,18666313.92 Hours,51212384.0 Hours,16/04/2025 - 00:00,17/04/2025 - 06:03
cpu,Consumable,vsc45381,552.92 Hours,7551900.11 Hours,18662325.45 Hours,51212384.0 Hours,16/04/2025 - 00:00,17/04/2025 - 06:03
cpu,Consumable,vsc45263,54.9 Hours,5522428.17 Hours,18661772.53 Hours,51212384.0 Hours,15/04/2025 - 00:00,16/04/2025 - 06:03
cpu,Consumable,vsc45381,61.99 Hours,7551347.19 Hours,18661717.63 Hours,51212384.0 Hours,15/04/2025 - 00:00,16/04/2025 - 06:03
cpu,Consumable,vsc45628,4479.43 Hours,1219253.61 Hours,18661655.64 Hours,51212384.0 Hours,15/04/2025 - 00:00,16/04/2025 - 06:03
cpu,Consumable,vsc46275,2140.23 Hours,220042.77 Hours,18657176.21 Hours,51212384.0 Hours,15/04/2025 - 00:00,16/04/2025 - 06:03
cpu,Consumable,vsc45628,675.09 Hours,1214774.18 Hours,18655035.98 Hours,51212384.0 Hours,14/04/2025 - 00:00,15/04/2025 - 06:03
cpu,Consumable,vsc45263,149.87 Hours,5522373.28 Hours,18654360.88 Hours,51212384.0 Hours,14/04/2025 - 00:00,15/04/2025 - 06:03
cpu,Consumable,vsc46275,5207.57 Hours,217902.54 Hours,18654211.01 Hours,51212384.0 Hours,14/04/2025 - 00:00,15/04/2025 - 06:03
cpu,Consumable,vsc45381,10494.66 Hours,7551285.2 Hours,18649003.44 Hours,51212384.0 Hours,14/04/2025 - 00:00,15/04/2025 - 06:03
cpu,Consumable,vsc46032,11325.23 Hours,3144410.32 Hours,18638508.78 Hours,51212384.0 Hours,14/04/2025 - 00:00,15/04/2025 - 06:03
cpu,Consumable,vsc46275,8106.95 Hours,212694.97 Hours,18627183.55 Hours,51212384.0 Hours,13/04/2025 - 00:00,14/04/2025 - 06:03
cpu,Consumable,vsc45381,15525.8 Hours,7540790.54 Hours,18619076.6 Hours,51212384.0 Hours,13/04/2025 - 00:00,14/04/2025 - 06:03
cpu,Consumable,vsc46032,36079.47 Hours,3133085.09 Hours,18603550.81 Hours,51212384.0 Hours,13/04/2025 - 00:00,14/04/2025 - 06:03
cpu,Consumable,vsc46275,3153.14 Hours,204588.02 Hours,18567471.34 Hours,51212384.0 Hours,12/04/2025 - 00:00,13/04/2025 - 06:03
cpu,Consumable,vsc46032,2095.4 Hours,3097005.62 Hours,18564318.2 Hours,51212384.0 Hours,12/04/2025 - 00:00,13/04/2025 - 06:03
cpu,Consumable,vsc45381,31199.94 Hours,7525264.74 Hours,18562222.81 Hours,51212384.0 Hours,12/04/2025 - 00:00,13/04/2025 - 06:03
cpu,Consumable,vsc46275,397.87 Hours,201434.88 Hours,18531022.86 Hours,51212384.0 Hours,11/04/2025 - 00:00,12/04/2025 - 06:03
cpu,Consumable,vsc45381,3890.44 Hours,7494064.8 Hours,18530625.0 Hours,51212384.0 Hours,11/04/2025 - 00:00,12/04/2025 - 06:03
cpu,Consumable,vsc45263,18997.94 Hours,5522223.41 Hours,18526734.56 Hours,51212384.0 Hours,11/04/2025 - 00:00,12/04/2025 - 06:03
cpu,Consumable,vsc46032,16546.31 Hours,3094910.23 Hours,18507736.62 Hours,51212384.0 Hours,11/04/2025 - 00:00,12/04/2025 - 06:03
cpu,Consumable,vsc45381,109.63 Hours,7490174.36 Hours,18491190.31 Hours,51212384.0 Hours,10/04/2025 - 00:00,11/04/2025 - 06:03
cpu,Consumable,vsc45263,44124.1 Hours,5503225.46 Hours,18491080.68 Hours,51212384.0 Hours,10/04/2025 - 00:00,11/04/2025 - 06:03
cpu,Consumable,vsc46032,31188.59 Hours,3078363.92 Hours,18446956.58 Hours,51212384.0 Hours,10/04/2025 - 00:00,11/04/2025 - 06:03
cpu,Consumable,vsc45263,37644.37 Hours,5459101.36 Hours,18415768.0 Hours,51212384.0 Hours,09/04/2025 - 00:00,10/04/2025 - 06:03
cpu,Consumable,vsc46032,8614.41 Hours,3047175.34 Hours,18378123.62 Hours,51212384.0 Hours,09/04/2025 - 00:00,10/04/2025 - 06:03
cpu,Consumable,vsc45381,685.54 Hours,7490064.73 Hours,18369509.22 Hours,51212384.0 Hours,09/04/2025 - 00:00,10/04/2025 - 06:03
cpu,Consumable,vsc46032,1203.2 Hours,3038560.93 Hours,18368823.68 Hours,51212384.0 Hours,08/04/2025 - 00:00,09/04/2025 - 06:03
cpu,Consumable,vsc45381,77.05 Hours,7489379.2 Hours,18367620.48 Hours,51212384.0 Hours,08/04/2025 - 00:00,09/04/2025 - 06:03
cpu,Consumable,vsc46032,1103.72 Hours,3037357.73 Hours,18367543.43 Hours,51212384.0 Hours,07/04/2025 - 00:00,08/04/2025 - 06:03
cpu,Consumable,vsc45263,147.11 Hours,5421456.99 Hours,18366439.72 Hours,51212384.0 Hours,07/04/2025 - 00:00,08/04/2025 - 06:03
cpu,Consumable,vsc45381,307.41 Hours,7489302.15 Hours,18366292.61 Hours,51212384.0 Hours,07/04/2025 - 00:00,08/04/2025 - 06:03
cpu,Consumable,vsc45302,1102.97 Hours,864154.72 Hours,18365985.2 Hours,51212384.0 Hours,06/04/2025 - 00:00,07/04/2025 - 06:03
cpu,Consumable,vsc45302,5848.04 Hours,863051.75 Hours,18364882.23 Hours,51212384.0 Hours,05/04/2025 - 00:00,06/04/2025 - 06:03
cpu,Consumable,vsc46032,16920.75 Hours,3036254.01 Hours,18359034.2 Hours,51212384.0 Hours,05/04/2025 - 00:00,06/04/2025 - 06:03
cpu,Consumable,vsc45302,2372.31 Hours,857203.71 Hours,18342113.45 Hours,51212384.0 Hours,04/04/2025 - 00:00,05/04/2025 - 06:03
cpu,Consumable,vsc45263,168.31 Hours,5421309.88 Hours,18339741.14 Hours,51212384.0 Hours,04/04/2025 - 00:00,05/04/2025 - 06:03
cpu,Consumable,vsc45381,12641.58 Hours,7488994.74 Hours,18339572.83 Hours,51212384.0 Hours,04/04/2025 - 00:00,05/04/2025 - 06:03
cpu,Consumable,vsc46032,6085.02 Hours,3019333.27 Hours,18326931.25 Hours,51212384.0 Hours,04/04/2025 - 00:00,05/04/2025 - 06:03
cpu,Consumable,vsc45263,149.19 Hours,5421141.58 Hours,18320846.23 Hours,51212384.0 Hours,03/04/2025 - 00:00,04/04/2025 - 06:03
cpu,Consumable,vsc45381,15236.17 Hours,7476353.16 Hours,18320697.04 Hours,51212384.0 Hours,03/04/2025 - 00:00,04/04/2025 - 06:03
cpu,Consumable,vsc46032,10489.85 Hours,3013248.25 Hours,18305460.87 Hours,51212384.0 Hours,03/04/2025 - 00:00,04/04/2025 - 06:03
cpu,Consumable,vsc45263,148.6 Hours,5420992.38 Hours,18294971.02 Hours,51212384.0 Hours,02/04/2025 - 00:00,03/04/2025 - 06:03
cpu,Consumable,vsc45381,173.17 Hours,7461116.99 Hours,18294822.42 Hours,51212384.0 Hours,02/04/2025 - 00:00,03/04/2025 - 06:03
cpu,Consumable,vsc46032,15874.3 Hours,3002758.4 Hours,18294649.25 Hours,51212384.0 Hours,02/04/2025 - 00:00,03/04/2025 - 06:03
cpu,Consumable,vsc45263,294.5 Hours,5420843.78 Hours,18278774.95 Hours,51212384.0 Hours,01/04/2025 - 00:00,02/04/2025 - 06:03
cpu,Consumable,vsc45381,296.69 Hours,7460943.82 Hours,18278480.45 Hours,51212384.0 Hours,01/04/2025 - 00:00,02/04/2025 - 06:03
cpu,Consumable,vsc46032,23934.78 Hours,2986884.11 Hours,18278183.76 Hours,51212384.0 Hours,01/04/2025 - 00:00,02/04/2025 - 06:03
cpu,Consumable,vsc45263,258.28 Hours,5420549.28 Hours,18254248.99 Hours,51212384.0 Hours,31/03/2025 - 00:00,01/04/2025 - 06:03
cpu,Consumable,vsc45381,162.5 Hours,7460647.13 Hours,18253990.71 Hours,51212384.0 Hours,31/03/2025 - 00:00,01/04/2025 - 06:03
cpu,Consumable,vsc46032,51526.37 Hours,2962949.33 Hours,18253828.21 Hours,51212384.0 Hours,31/03/2025 - 00:00,01/04/2025 - 06:03
cpu,Consumable,vsc45263,31735.95 Hours,5420291.0 Hours,18202301.84 Hours,51212384.0 Hours,30/03/2025 - 00:00,31/03/2025 - 06:03
cpu,Consumable,vsc46032,49196.05 Hours,2911422.96 Hours,18170565.89 Hours,51212384.0 Hours,30/03/2025 - 00:00,31/03/2025 - 06:03
cpu,Consumable,vsc45263,44885.42 Hours,5388555.05 Hours,18121369.83 Hours,51212384.0 Hours,29/03/2025 - 00:00,30/03/2025 - 06:03
cpu,Consumable,vsc45381,1831.87 Hours,7460484.63 Hours,18076484.41 Hours,51212384.0 Hours,29/03/2025 - 00:00,30/03/2025 - 06:03
cpu,Consumable,vsc46032,55577.78 Hours,2862226.9 Hours,18074652.54 Hours,51212384.0 Hours,29/03/2025 - 00:00,30/03/2025 - 06:03
cpu,Consumable,vsc48877,5.95 Hours,35.08 Hours,18019074.76 Hours,51212384.0 Hours,28/03/2025 - 00:00,29/03/2025 - 06:03
cpu,Consumable,vsc46275,838.71 Hours,201037.01 Hours,18019068.82 Hours,51212384.0 Hours,28/03/2025 - 00:00,29/03/2025 - 06:03
cpu,Consumable,vsc45263,3624.15 Hours,5343669.63 Hours,18018230.11 Hours,51212384.0 Hours,28/03/2025 - 00:00,29/03/2025 - 06:03
cpu,Consumable,vsc45381,285.66 Hours,7458652.76 Hours,18014605.96 Hours,51212384.0 Hours,28/03/2025 - 00:00,29/03/2025 - 06:03
cpu,Consumable,vsc46032,17809.64 Hours,2806649.13 Hours,18014320.3 Hours,51212384.0 Hours,28/03/2025 - 00:00,29/03/2025 - 06:03
cpu,Consumable,vsc46275,12.94 Hours,200198.31 Hours,17996510.66 Hours,51212384.0 Hours,27/03/2025 - 00:00,28/03/2025 - 06:03
cpu,Consumable,vsc45263,1102.82 Hours,5340045.47 Hours,17996497.72 Hours,51212384.0 Hours,27/03/2025 - 00:00,28/03/2025 - 06:03
cpu,Consumable,vsc46032,48848.71 Hours,2788839.49 Hours,17995394.9 Hours,51212384.0 Hours,27/03/2025 - 00:00,28/03/2025 - 06:03
cpu,Consumable,vsc43004,4.7 Hours,2766.66 Hours,17946546.18 Hours,51212384.0 Hours,26/03/2025 - 00:00,27/03/2025 - 06:04
cpu,Consumable,vsc45263,278.24 Hours,5338942.65 Hours,17946541.48 Hours,51212384.0 Hours,26/03/2025 - 00:00,27/03/2025 - 06:04
cpu,Consumable,vsc45381,2689.53 Hours,7458367.1 Hours,17946263.24 Hours,51212384.0 Hours,26/03/2025 - 00:00,27/03/2025 - 06:04
cpu,Consumable,vsc46032,68831.11 Hours,2739990.78 Hours,17943573.71 Hours,51212384.0 Hours,26/03/2025 - 00:00,27/03/2025 - 06:04
cpu,Consumable,vsc46275,57.53 Hours,200185.37 Hours,17874742.6 Hours,51212384.0 Hours,25/03/2025 - 00:00,26/03/2025 - 06:03
cpu,Consumable,vsc46032,2754.54 Hours,2671159.67 Hours,17874685.07 Hours,51212384.0 Hours,25/03/2025 - 00:00,26/03/2025 - 06:03
cpu,Consumable,vsc45263,32.03 Hours,5338664.41 Hours,17871930.53 Hours,51212384.0 Hours,25/03/2025 - 00:00,26/03/2025 - 06:03
cpu,Consumable,vsc45381,258.21 Hours,7455677.56 Hours,17871898.5 Hours,51212384.0 Hours,25/03/2025 - 00:00,26/03/2025 - 06:03
cpu,Consumable,vsc45381,390.3 Hours,7455419.36 Hours,17871640.29 Hours,51212384.0 Hours,24/03/2025 - 00:00,25/03/2025 - 06:03
cpu,Consumable,vsc46275,257.56 Hours,200127.84 Hours,17871250.0 Hours,51212384.0 Hours,24/03/2025 - 00:00,25/03/2025 - 06:03
cpu,Consumable,vsc45381,86.47 Hours,7455029.06 Hours,17870992.43 Hours,51212384.0 Hours,22/03/2025 - 00:00,23/03/2025 - 06:03
cpu,Consumable,vsc45381,161.39 Hours,7454942.59 Hours,17870905.96 Hours,51212384.0 Hours,21/03/2025 - 00:00,22/03/2025 - 06:03
cpu,Consumable,vsc46275,5120.39 Hours,199870.27 Hours,17870744.58 Hours,51212384.0 Hours,20/03/2025 - 00:00,21/03/2025 - 06:03
cpu,Consumable,vsc45381,1702.84 Hours,7454781.2 Hours,17865624.18 Hours,51212384.0 Hours,20/03/2025 - 00:00,21/03/2025 - 06:03
cpu,Consumable,vsc45263,1240.24 Hours,5338632.38 Hours,17863921.34 Hours,51212384.0 Hours,20/03/2025 - 00:00,21/03/2025 - 06:03
cpu,Consumable,vsc45381,256.64 Hours,7453078.36 Hours,17862681.11 Hours,51212384.0 Hours,19/03/2025 - 00:00,20/03/2025 - 06:03
cpu,Consumable,vsc46275,5094.08 Hours,194749.88 Hours,17862424.47 Hours,51212384.0 Hours,19/03/2025 - 00:00,20/03/2025 - 06:03
cpu,Consumable,vsc45263,1782.73 Hours,5337392.15 Hours,17857330.39 Hours,51212384.0 Hours,19/03/2025 - 00:00,20/03/2025 - 06:03
cpu,Consumable,vsc46032,38.68 Hours,2668405.13 Hours,17855547.66 Hours,51212384.0 Hours,19/03/2025 - 00:00,20/03/2025 - 06:03
cpu,Consumable,vsc43004,2.41 Hours,2761.96 Hours,17855508.97 Hours,51212384.0 Hours,18/03/2025 - 00:00,19/03/2025 - 06:03
cpu,Consumable,vsc45381,324.94 Hours,7452821.72 Hours,17855506.56 Hours,51212384.0 Hours,18/03/2025 - 00:00,19/03/2025 - 06:03
cpu,Consumable,vsc46275,3571.84 Hours,189655.8 Hours,17855181.62 Hours,51212384.0 Hours,18/03/2025 - 00:00,19/03/2025 - 06:03
cpu,Consumable,vsc45263,2478.97 Hours,5335609.42 Hours,17851609.78 Hours,51212384.0 Hours,18/03/2025 - 00:00,19/03/2025 - 06:03
cpu,Consumable,vsc46032,1988.51 Hours,2668366.44 Hours,17849130.81 Hours,51212384.0 Hours,17/03/2025 - 00:00,18/03/2025 - 06:03
cpu,Consumable,vsc45381,702.05 Hours,7452496.78 Hours,17847142.3 Hours,51212384.0 Hours,17/03/2025 - 00:00,18/03/2025 - 06:03
cpu,Consumable,vsc46275,2284.69 Hours,186083.96 Hours,17846440.25 Hours,51212384.0 Hours,17/03/2025 - 00:00,18/03/2025 - 06:03
cpu,Consumable,vsc45263,3188.04 Hours,5333130.45 Hours,17844155.56 Hours,51212384.0 Hours,17/03/2025 - 00:00,18/03/2025 - 06:03
cpu,Consumable,vsc46032,7453.52 Hours,2666377.93 Hours,17840967.51 Hours,51212384.0 Hours,16/03/2025 - 00:00,17/03/2025 - 06:03
cpu,Consumable,vsc45263,1022.2 Hours,5329942.4 Hours,17833514.0 Hours,51212384.0 Hours,16/03/2025 - 00:00,17/03/2025 - 06:03
cpu,Consumable,vsc45263,1010.7 Hours,5328920.2 Hours,17832491.79 Hours,51212384.0 Hours,15/03/2025 - 00:00,16/03/2025 - 06:03
cpu,Consumable,vsc46032,17736.04 Hours,2658924.42 Hours,17831481.1 Hours,51212384.0 Hours,15/03/2025 - 00:00,16/03/2025 - 06:03
cpu,Consumable,vsc45381,1687.88 Hours,7451794.73 Hours,17813745.05 Hours,51212384.0 Hours,15/03/2025 - 00:00,16/03/2025 - 06:03
cpu,Consumable,vsc45263,1272.08 Hours,5327909.5 Hours,17812057.17 Hours,51212384.0 Hours,14/03/2025 - 00:00,15/03/2025 - 06:03
cpu,Consumable,vsc46032,5332.95 Hours,2641188.37 Hours,17810785.09 Hours,51212384.0 Hours,14/03/2025 - 00:00,15/03/2025 - 06:03
cpu,Consumable,vsc46032,2881.99 Hours,2635855.43 Hours,17805452.14 Hours,51212384.0 Hours,13/03/2025 - 00:00,14/03/2025 - 06:03
cpu,Consumable,vsc48877,5.48 Hours,29.13 Hours,17802570.15 Hours,51212384.0 Hours,13/03/2025 - 00:00,14/03/2025 - 06:03
cpu,Consumable,vsc45263,65.51 Hours,5326637.42 Hours,17802564.67 Hours,51212384.0 Hours,13/03/2025 - 00:00,14/03/2025 - 06:03
cpu,Consumable,vsc45381,1076.08 Hours,7450106.85 Hours,17802499.16 Hours,51212384.0 Hours,13/03/2025 - 00:00,14/03/2025 - 06:03
cpu,Consumable,vsc48877,6.97 Hours,23.64 Hours,17801423.08 Hours,51212384.0 Hours,12/03/2025 - 00:00,13/03/2025 - 06:03
cpu,Consumable,vsc45381,1925.59 Hours,7449030.77 Hours,17801416.11 Hours,51212384.0 Hours,12/03/2025 - 00:00,13/03/2025 - 06:03
cpu,Consumable,vsc45263,3261.35 Hours,5326571.91 Hours,17799490.52 Hours,51212384.0 Hours,12/03/2025 - 00:00,13/03/2025 - 06:03
cpu,Consumable,vsc48877,2.04 Hours,16.68 Hours,17796229.17 Hours,51212384.0 Hours,11/03/2025 - 00:00,12/03/2025 - 06:03
cpu,Consumable,vsc45381,187.81 Hours,7447105.18 Hours,17796227.12 Hours,51212384.0 Hours,11/03/2025 - 00:00,12/03/2025 - 06:03
cpu,Consumable,vsc45263,2286.91 Hours,5323310.56 Hours,17796039.31 Hours,51212384.0 Hours,11/03/2025 - 00:00,12/03/2025 - 06:03
cpu,Consumable,vsc46032,40.34 Hours,2632973.44 Hours,17793752.41 Hours,51212384.0 Hours,11/03/2025 - 00:00,12/03/2025 - 06:03
cpu,Consumable,vsc45263,272.07 Hours,5321023.66 Hours,17793712.06 Hours,51212384.0 Hours,10/03/2025 - 00:00,11/03/2025 - 06:03
cpu,Consumable,vsc40744,1677.99 Hours,1677.99 Hours,17793439.99 Hours,51212384.0 Hours,10/03/2025 - 00:00,11/03/2025 - 06:03
cpu,Consumable,vsc46275,424.54 Hours,183799.27 Hours,17791762.0 Hours,51212384.0 Hours,10/03/2025 - 00:00,11/03/2025 - 06:03
cpu,Consumable,vsc43004,31.03 Hours,2759.55 Hours,17791337.46 Hours,51212384.0 Hours,10/03/2025 - 00:00,11/03/2025 - 06:03
cpu,Consumable,vsc46032,1183.83 Hours,2632933.09 Hours,17791306.43 Hours,51212384.0 Hours,10/03/2025 - 00:00,11/03/2025 - 06:03
cpu,Consumable,vsc45302,10591.08 Hours,854831.4 Hours,17790122.6 Hours,51212384.0 Hours,10/03/2025 - 00:00,11/03/2025 - 06:03
cpu,Consumable,vsc45302,4826.44 Hours,844240.32 Hours,17779531.52 Hours,51212384.0 Hours,09/03/2025 - 00:00,10/03/2025 - 06:03
cpu,Consumable,vsc46032,1863.69 Hours,2631749.26 Hours,17774705.08 Hours,51212384.0 Hours,09/03/2025 - 00:00,10/03/2025 - 06:03
cpu,Consumable,vsc43004,0.32 Hours,2728.52 Hours,17772841.39 Hours,51212384.0 Hours,08/03/2025 - 00:00,09/03/2025 - 06:03
cpu,Consumable,vsc45302,3883.1 Hours,839413.88 Hours,17772841.07 Hours,51212384.0 Hours,08/03/2025 - 00:00,09/03/2025 - 06:03
cpu,Consumable,vsc46032,8783.8 Hours,2629885.57 Hours,17768957.97 Hours,51212384.0 Hours,08/03/2025 - 00:00,09/03/2025 - 06:03
cpu,Consumable,vsc45302,482.82 Hours,835530.78 Hours,17760174.18 Hours,51212384.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
cpu,Consumable,vsc43004,0.56 Hours,2728.2 Hours,17759691.36 Hours,51212384.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
cpu,Consumable,vsc48877,1.11 Hours,14.63 Hours,17759690.8 Hours,51212384.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
cpu,Consumable,vsc45381,60.57 Hours,7446917.37 Hours,17759689.69 Hours,51212384.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
cpu,Consumable,vsc45263,120.48 Hours,5320751.58 Hours,17759629.13 Hours,51212384.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
cpu,Consumable,vsc46275,24.71 Hours,183374.73 Hours,17759508.64 Hours,51212384.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
cpu,Consumable,vsc46032,53795.66 Hours,2621101.78 Hours,17759483.94 Hours,51212384.0 Hours,07/03/2025 - 00:00,08/03/2025 - 06:03
cpu,Consumable,vsc48877,1.81 Hours,13.52 Hours,17705688.27 Hours,51212384.0 Hours,06/03/2025 - 00:00,07/03/2025 - 06:03
