Project Usages

Resource,Type,User,Current used by user,Total used by user,Total used,Reserved value,Date,Uploaded at
cpu,Consumable,vsc35191,48.01 Hours,6841371.57 Hours,12107926.48 Hours,13623824.0 Hours,02/12/2025 - 00:00,03/12/2025 - 06:03
cpu,Consumable,vsc31332,483.85 Hours,1584108.29 Hours,12107878.47 Hours,13623824.0 Hours,02/12/2025 - 00:00,03/12/2025 - 06:03
cpu,Consumable,vsc35191,48.02 Hours,6841323.57 Hours,12107394.62 Hours,13623824.0 Hours,01/12/2025 - 00:00,02/12/2025 - 06:03
cpu,Consumable,vsc31332,383.72 Hours,1583624.44 Hours,12107346.6 Hours,13623824.0 Hours,01/12/2025 - 00:00,02/12/2025 - 06:03
cpu,Consumable,vsc31332,210.22 Hours,1583240.72 Hours,12106962.87 Hours,13623824.0 Hours,28/11/2025 - 00:00,29/11/2025 - 06:03
cpu,Consumable,vsc34271,5184.5 Hours,1519087.21 Hours,12106752.65 Hours,13623824.0 Hours,28/11/2025 - 00:00,29/11/2025 - 06:03
cpu,Consumable,vsc31332,210.1 Hours,1583030.49 Hours,12101568.15 Hours,13623824.0 Hours,27/11/2025 - 00:00,28/11/2025 - 06:03
cpu,Consumable,vsc35191,12.01 Hours,6841275.54 Hours,12101358.05 Hours,13623824.0 Hours,26/11/2025 - 00:00,27/11/2025 - 06:03
cpu,Consumable,vsc31332,210.27 Hours,1582820.4 Hours,12101346.05 Hours,13623824.0 Hours,26/11/2025 - 00:00,27/11/2025 - 06:03
cpu,Consumable,vsc35191,6.0 Hours,6841263.53 Hours,12101135.77 Hours,13623824.0 Hours,25/11/2025 - 00:00,26/11/2025 - 06:03
cpu,Consumable,vsc31332,334.54 Hours,1582610.12 Hours,12101129.77 Hours,13623824.0 Hours,25/11/2025 - 00:00,26/11/2025 - 06:03
cpu,Consumable,vsc31332,303.34 Hours,1582275.59 Hours,12100795.23 Hours,13623824.0 Hours,24/11/2025 - 00:00,25/11/2025 - 06:03
cpu,Consumable,vsc35191,2.0 Hours,6841257.53 Hours,12100491.89 Hours,13623824.0 Hours,24/11/2025 - 00:00,25/11/2025 - 06:03
cpu,Consumable,vsc34271,72.01 Hours,1513902.71 Hours,12100489.89 Hours,13623824.0 Hours,24/11/2025 - 00:00,25/11/2025 - 06:03
cpu,Consumable,vsc36222,2.02 Hours,3442.49 Hours,12100417.88 Hours,13623824.0 Hours,23/11/2025 - 00:00,24/11/2025 - 06:03
cpu,Consumable,vsc36222,107.49 Hours,3440.47 Hours,12100415.86 Hours,13623824.0 Hours,16/11/2025 - 00:00,17/11/2025 - 06:03
cpu,Consumable,vsc35191,73735.96 Hours,6841255.53 Hours,12100308.36 Hours,13623824.0 Hours,15/11/2025 - 00:00,16/11/2025 - 06:03
cpu,Consumable,vsc31332,741.94 Hours,1581972.24 Hours,12026572.4 Hours,13623824.0 Hours,14/11/2025 - 00:00,15/11/2025 - 06:03
cpu,Consumable,vsc36222,19.82 Hours,3332.97 Hours,12025830.46 Hours,13623824.0 Hours,14/11/2025 - 00:00,15/11/2025 - 06:03
cpu,Consumable,vsc31332,281.78 Hours,1581230.3 Hours,12025810.63 Hours,13623824.0 Hours,13/11/2025 - 00:00,14/11/2025 - 06:03
cpu,Consumable,vsc34271,75.4 Hours,1513830.7 Hours,12025528.86 Hours,13623824.0 Hours,13/11/2025 - 00:00,14/11/2025 - 06:03
cpu,Consumable,vsc36222,59.79 Hours,3313.15 Hours,12025453.45 Hours,13623824.0 Hours,13/11/2025 - 00:00,14/11/2025 - 06:03
cpu,Consumable,vsc36222,54.92 Hours,3253.36 Hours,12025393.66 Hours,13623824.0 Hours,12/11/2025 - 00:00,13/11/2025 - 06:03
cpu,Consumable,vsc31332,1394.56 Hours,1580948.53 Hours,12025338.74 Hours,13623824.0 Hours,12/11/2025 - 00:00,13/11/2025 - 06:03
cpu,Consumable,vsc34271,72.0 Hours,1513755.3 Hours,12023944.17 Hours,13623824.0 Hours,10/11/2025 - 00:00,11/11/2025 - 06:03
cpu,Consumable,vsc31332,1790.45 Hours,1579553.96 Hours,12023872.17 Hours,13623824.0 Hours,10/11/2025 - 00:00,11/11/2025 - 06:03
cpu,Consumable,vsc35191,12737.71 Hours,6767519.56 Hours,12022081.72 Hours,13623824.0 Hours,10/11/2025 - 00:00,11/11/2025 - 06:03
cpu,Consumable,vsc35191,6393.74 Hours,6754781.86 Hours,12009344.01 Hours,13623824.0 Hours,09/11/2025 - 00:00,10/11/2025 - 06:03
cpu,Consumable,vsc34271,48.74 Hours,1513683.29 Hours,12002950.27 Hours,13623824.0 Hours,07/11/2025 - 00:00,08/11/2025 - 06:03
cpu,Consumable,vsc35191,8696.08 Hours,6748388.12 Hours,12002901.53 Hours,13623824.0 Hours,07/11/2025 - 00:00,08/11/2025 - 06:03
cpu,Consumable,vsc31332,1283.22 Hours,1577763.51 Hours,11994205.46 Hours,13623824.0 Hours,07/11/2025 - 00:00,08/11/2025 - 06:03
cpu,Consumable,vsc34271,29.23 Hours,1513634.56 Hours,11992922.24 Hours,13623824.0 Hours,06/11/2025 - 00:00,07/11/2025 - 06:03
cpu,Consumable,vsc31332,489.89 Hours,1576480.29 Hours,11992893.01 Hours,13623824.0 Hours,06/11/2025 - 00:00,07/11/2025 - 06:03
cpu,Consumable,vsc35191,73857.49 Hours,6739692.04 Hours,11992403.12 Hours,13623824.0 Hours,06/11/2025 - 00:00,07/11/2025 - 06:03
cpu,Consumable,vsc31332,577.73 Hours,1575990.4 Hours,11918545.63 Hours,13623824.0 Hours,05/11/2025 - 00:00,06/11/2025 - 06:03
cpu,Consumable,vsc35191,440.1 Hours,6665834.55 Hours,11917967.9 Hours,13623824.0 Hours,05/11/2025 - 00:00,06/11/2025 - 06:03
cpu,Consumable,vsc31332,30.46 Hours,1575412.67 Hours,11917527.8 Hours,13623824.0 Hours,04/11/2025 - 00:00,05/11/2025 - 06:03
cpu,Consumable,vsc31332,798.4 Hours,1575382.21 Hours,11917497.34 Hours,13623824.0 Hours,03/11/2025 - 00:00,04/11/2025 - 06:03
cpu,Consumable,vsc35191,15106.94 Hours,6665394.45 Hours,11916698.94 Hours,13623824.0 Hours,03/11/2025 - 00:00,04/11/2025 - 06:03
cpu,Consumable,vsc31332,776.87 Hours,1574583.81 Hours,11901592.0 Hours,13623824.0 Hours,30/10/2025 - 00:00,31/10/2025 - 06:03
cpu,Consumable,vsc35191,3.35 Hours,6650287.51 Hours,11900815.13 Hours,13623824.0 Hours,29/10/2025 - 00:00,30/10/2025 - 06:03
cpu,Consumable,vsc31332,402.17 Hours,1573806.94 Hours,11900811.78 Hours,13623824.0 Hours,28/10/2025 - 00:00,29/10/2025 - 06:03
cpu,Consumable,vsc34271,48.76 Hours,1513605.33 Hours,11900409.61 Hours,13623824.0 Hours,28/10/2025 - 00:00,29/10/2025 - 06:03
cpu,Consumable,vsc35191,73947.67 Hours,6650284.16 Hours,11900360.85 Hours,13623824.0 Hours,28/10/2025 - 00:00,29/10/2025 - 06:03
cpu,Consumable,vsc31332,32.18 Hours,1573404.77 Hours,11826413.18 Hours,13623824.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc35191,246.25 Hours,6576336.48 Hours,11826381.0 Hours,13623824.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc34271,38.97 Hours,1513556.57 Hours,11826134.75 Hours,13623824.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc34271,2.02 Hours,1513517.6 Hours,11826095.78 Hours,13623824.0 Hours,24/10/2025 - 00:00,25/10/2025 - 06:03
cpu,Consumable,vsc31332,34.92 Hours,1573372.59 Hours,11826093.76 Hours,13623824.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc34271,92.46 Hours,1513515.59 Hours,11826058.84 Hours,13623824.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc35191,7.4 Hours,6576090.23 Hours,11825966.38 Hours,13623824.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc34271,1.43 Hours,1513423.12 Hours,11825958.98 Hours,13623824.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc35191,50432.73 Hours,6576082.84 Hours,11825957.55 Hours,13623824.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc34271,109.86 Hours,1513421.7 Hours,11775524.83 Hours,13623824.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc35191,455.54 Hours,6525650.11 Hours,11775414.96 Hours,13623824.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc35191,48807.54 Hours,6525194.57 Hours,11774959.42 Hours,13623824.0 Hours,19/10/2025 - 00:00,20/10/2025 - 06:03
cpu,Consumable,vsc35191,76908.03 Hours,6476387.03 Hours,11726151.88 Hours,13623824.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
cpu,Consumable,vsc34271,25.11 Hours,1513311.83 Hours,11649243.86 Hours,13623824.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc31332,31.02 Hours,1573337.67 Hours,11649218.74 Hours,13623824.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc35191,964.8 Hours,6399479.0 Hours,11649187.72 Hours,13623824.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc34271,1.16 Hours,1513286.72 Hours,11648222.92 Hours,13623824.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc31332,28.36 Hours,1573306.65 Hours,11648221.76 Hours,13623824.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc35191,0.18 Hours,6398514.2 Hours,11648193.39 Hours,13623824.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc31332,2.0 Hours,1573278.29 Hours,11648193.21 Hours,13623824.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc34271,40.06 Hours,1513285.56 Hours,11648191.21 Hours,13623824.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc35191,59.28 Hours,6398514.01 Hours,11648151.15 Hours,13623824.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc35191,16496.36 Hours,6398454.73 Hours,11648091.87 Hours,13623824.0 Hours,11/10/2025 - 00:00,12/10/2025 - 06:03
cpu,Consumable,vsc31332,4.3 Hours,1573276.29 Hours,11631595.51 Hours,13623824.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc35191,651.05 Hours,6381958.38 Hours,11631591.21 Hours,13623824.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc31497,127.86 Hours,89970.54 Hours,11630940.17 Hours,13623824.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc34271,32.47 Hours,1513245.49 Hours,11630812.31 Hours,13623824.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc35191,863.77 Hours,6381307.33 Hours,11630779.85 Hours,13623824.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc35191,1089.57 Hours,6380443.56 Hours,11629916.08 Hours,13623824.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc31497,1.0 Hours,89842.68 Hours,11628826.51 Hours,13623824.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
cpu,Consumable,vsc34271,119.73 Hours,1513213.03 Hours,11628825.51 Hours,13623824.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
cpu,Consumable,vsc34271,28.34 Hours,1513093.3 Hours,11628705.77 Hours,13623824.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc31497,28.16 Hours,89841.68 Hours,11628677.44 Hours,13623824.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc35191,1089.54 Hours,6379353.99 Hours,11628649.28 Hours,13623824.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc34271,80.52 Hours,1513064.96 Hours,11627559.74 Hours,13623824.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc35191,48.46 Hours,6378264.45 Hours,11627479.22 Hours,13623824.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc34271,64.41 Hours,1512984.44 Hours,11627430.76 Hours,13623824.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc35191,72.01 Hours,6378216.0 Hours,11627366.35 Hours,13623824.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc35191,5.07 Hours,6378143.99 Hours,11627294.35 Hours,13623824.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc34271,83.03 Hours,1512920.03 Hours,11627289.27 Hours,13623824.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc34271,5.96 Hours,1512837.0 Hours,11627206.25 Hours,13623824.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc34271,142.31 Hours,1512831.04 Hours,11627200.29 Hours,13623824.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc35191,146.33 Hours,6378138.92 Hours,11627057.98 Hours,13623824.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc34271,29.34 Hours,1512688.74 Hours,11626911.66 Hours,13623824.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc35191,5.85 Hours,6377992.59 Hours,11626882.31 Hours,13623824.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:04
cpu,Consumable,vsc34271,76.34 Hours,1512659.39 Hours,11626876.46 Hours,13623824.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:03
cpu,Consumable,vsc34271,54.06 Hours,1512583.05 Hours,11626800.12 Hours,13623824.0 Hours,24/09/2025 - 00:00,25/09/2025 - 06:03
cpu,Consumable,vsc35191,128.71 Hours,6377986.74 Hours,11626746.07 Hours,13623824.0 Hours,24/09/2025 - 00:00,25/09/2025 - 06:03
cpu,Consumable,vsc31497,618.58 Hours,89813.53 Hours,11626617.35 Hours,13623824.0 Hours,23/09/2025 - 00:00,24/09/2025 - 06:03
cpu,Consumable,vsc34271,17.94 Hours,1512528.99 Hours,11625998.78 Hours,13623824.0 Hours,23/09/2025 - 00:00,24/09/2025 - 06:03
cpu,Consumable,vsc31497,294.5 Hours,89194.95 Hours,11625980.84 Hours,13623824.0 Hours,22/09/2025 - 00:00,23/09/2025 - 06:03
cpu,Consumable,vsc34271,48.96 Hours,1512511.06 Hours,11625686.34 Hours,13623824.0 Hours,22/09/2025 - 00:00,23/09/2025 - 06:03
cpu,Consumable,vsc35191,7118.62 Hours,6377858.03 Hours,11625637.39 Hours,13623824.0 Hours,22/09/2025 - 00:00,23/09/2025 - 06:03
cpu,Consumable,vsc35191,2.0 Hours,6370739.41 Hours,11618518.77 Hours,13623824.0 Hours,20/09/2025 - 00:00,21/09/2025 - 06:03
cpu,Consumable,vsc31497,24147.34 Hours,88900.45 Hours,11618516.77 Hours,13623824.0 Hours,20/09/2025 - 00:00,21/09/2025 - 06:03
cpu,Consumable,vsc34271,1.91 Hours,1512462.1 Hours,11594369.43 Hours,13623824.0 Hours,19/09/2025 - 00:00,20/09/2025 - 06:03
cpu,Consumable,vsc35191,7180.9 Hours,6370737.41 Hours,11594367.52 Hours,13623824.0 Hours,19/09/2025 - 00:00,20/09/2025 - 06:03
cpu,Consumable,vsc34271,133.78 Hours,1512460.19 Hours,11587186.61 Hours,13623824.0 Hours,18/09/2025 - 00:00,19/09/2025 - 06:03
cpu,Consumable,vsc31497,12294.9 Hours,64753.11 Hours,11587052.83 Hours,13623824.0 Hours,18/09/2025 - 00:00,19/09/2025 - 06:03
cpu,Consumable,vsc31497,6.26 Hours,52458.21 Hours,11574757.93 Hours,13623824.0 Hours,17/09/2025 - 00:00,18/09/2025 - 06:03
cpu,Consumable,vsc34271,0.58 Hours,1512326.41 Hours,11574751.68 Hours,13623824.0 Hours,11/09/2025 - 00:00,12/09/2025 - 06:03
cpu,Consumable,vsc34271,0.44 Hours,1512325.83 Hours,11574751.09 Hours,13623824.0 Hours,10/09/2025 - 00:00,11/09/2025 - 06:03
cpu,Consumable,vsc34271,5.69 Hours,1512325.39 Hours,11574750.65 Hours,13623824.0 Hours,09/09/2025 - 00:00,10/09/2025 - 06:03
cpu,Consumable,vsc35191,6144.28 Hours,6363556.51 Hours,11574744.97 Hours,13623824.0 Hours,30/08/2025 - 00:00,31/08/2025 - 06:03
cpu,Consumable,vsc34271,78.04 Hours,1512319.7 Hours,11568600.68 Hours,13623824.0 Hours,28/08/2025 - 00:00,29/08/2025 - 06:03
cpu,Consumable,vsc35191,86497.42 Hours,6357412.22 Hours,11568522.64 Hours,13623824.0 Hours,28/08/2025 - 00:00,29/08/2025 - 06:03
cpu,Consumable,vsc35191,7095.18 Hours,6270914.8 Hours,11482025.22 Hours,13623824.0 Hours,27/08/2025 - 00:00,28/08/2025 - 06:03
cpu,Consumable,vsc34401,22195.91 Hours,1798908.51 Hours,11474930.04 Hours,13623824.0 Hours,27/08/2025 - 00:00,28/08/2025 - 06:03
cpu,Consumable,vsc35191,146.84 Hours,6263819.62 Hours,11452734.13 Hours,13623824.0 Hours,26/08/2025 - 00:00,27/08/2025 - 06:03
cpu,Consumable,vsc34271,36918.59 Hours,1512241.66 Hours,11452587.29 Hours,13623824.0 Hours,26/08/2025 - 00:00,27/08/2025 - 06:03
cpu,Consumable,vsc34401,67792.21 Hours,1776712.6 Hours,11415668.69 Hours,13623824.0 Hours,26/08/2025 - 00:00,27/08/2025 - 06:03
cpu,Consumable,vsc34271,148.97 Hours,1475323.07 Hours,11347876.48 Hours,13623824.0 Hours,25/08/2025 - 00:00,26/08/2025 - 06:03
cpu,Consumable,vsc35191,18160.51 Hours,6263672.78 Hours,11347727.51 Hours,13623824.0 Hours,25/08/2025 - 00:00,26/08/2025 - 06:03
cpu,Consumable,vsc35191,872.2 Hours,6245512.26 Hours,11329566.99 Hours,13623824.0 Hours,24/08/2025 - 00:00,25/08/2025 - 06:03
cpu,Consumable,vsc34401,20723.2 Hours,1708920.38 Hours,11328694.8 Hours,13623824.0 Hours,23/08/2025 - 00:00,24/08/2025 - 06:03
cpu,Consumable,vsc34271,152304.92 Hours,1475174.1 Hours,11307971.6 Hours,13623824.0 Hours,22/08/2025 - 00:00,23/08/2025 - 06:03
cpu,Consumable,vsc35191,1138.53 Hours,6244640.07 Hours,11155666.67 Hours,13623824.0 Hours,22/08/2025 - 00:00,23/08/2025 - 06:03
cpu,Consumable,vsc34401,53824.57 Hours,1688197.18 Hours,11154528.14 Hours,13623824.0 Hours,22/08/2025 - 00:00,23/08/2025 - 06:03
cpu,Consumable,vsc34271,42.73 Hours,1322869.17 Hours,11100703.57 Hours,13623824.0 Hours,21/08/2025 - 00:00,22/08/2025 - 06:03
cpu,Consumable,vsc35191,2768.92 Hours,6243501.53 Hours,11100660.84 Hours,13623824.0 Hours,21/08/2025 - 00:00,22/08/2025 - 06:03
cpu,Consumable,vsc34401,42177.99 Hours,1634372.61 Hours,11097891.92 Hours,13623824.0 Hours,21/08/2025 - 00:00,22/08/2025 - 06:03
cpu,Consumable,vsc35191,6.85 Hours,6240732.62 Hours,11055713.93 Hours,13623824.0 Hours,20/08/2025 - 00:00,21/08/2025 - 06:03
cpu,Consumable,vsc34401,64269.51 Hours,1592194.62 Hours,11055707.08 Hours,13623824.0 Hours,20/08/2025 - 00:00,21/08/2025 - 06:03
cpu,Consumable,vsc35191,15755.09 Hours,6240725.76 Hours,10991437.56 Hours,13623824.0 Hours,19/08/2025 - 00:00,20/08/2025 - 06:03
cpu,Consumable,vsc34401,30714.17 Hours,1527925.11 Hours,10975682.47 Hours,13623824.0 Hours,19/08/2025 - 00:00,20/08/2025 - 06:03
cpu,Consumable,vsc35191,1290.67 Hours,6224970.67 Hours,10944968.3 Hours,13623824.0 Hours,18/08/2025 - 00:00,19/08/2025 - 06:03
cpu,Consumable,vsc34401,69721.88 Hours,1497210.94 Hours,10943677.64 Hours,13623824.0 Hours,18/08/2025 - 00:00,19/08/2025 - 06:03
cpu,Consumable,vsc35191,52420.8 Hours,6223680.0 Hours,10873955.75 Hours,13623824.0 Hours,17/08/2025 - 00:00,18/08/2025 - 06:03
cpu,Consumable,vsc34401,52688.64 Hours,1427489.06 Hours,10821534.95 Hours,13623824.0 Hours,17/08/2025 - 00:00,18/08/2025 - 06:03
cpu,Consumable,vsc35191,49831.25 Hours,6171259.2 Hours,10768846.31 Hours,13623824.0 Hours,16/08/2025 - 00:00,17/08/2025 - 06:03
cpu,Consumable,vsc34401,78058.1 Hours,1374800.42 Hours,10719015.06 Hours,13623824.0 Hours,16/08/2025 - 00:00,17/08/2025 - 06:03
cpu,Consumable,vsc35191,0.12 Hours,6121427.95 Hours,10640956.96 Hours,13623824.0 Hours,15/08/2025 - 00:00,16/08/2025 - 06:03
cpu,Consumable,vsc34401,104487.4 Hours,1296742.32 Hours,10640956.85 Hours,13623824.0 Hours,15/08/2025 - 00:00,16/08/2025 - 06:03
cpu,Consumable,vsc34271,80.06 Hours,1322826.44 Hours,10536469.45 Hours,13623824.0 Hours,14/08/2025 - 00:00,15/08/2025 - 06:03
cpu,Consumable,vsc35191,31696.76 Hours,6121427.84 Hours,10536389.39 Hours,13623824.0 Hours,14/08/2025 - 00:00,15/08/2025 - 06:03
cpu,Consumable,vsc34401,74796.63 Hours,1192254.92 Hours,10504692.63 Hours,13623824.0 Hours,14/08/2025 - 00:00,15/08/2025 - 06:03
cpu,Consumable,vsc35191,434.23 Hours,6089731.07 Hours,10429896.0 Hours,13623824.0 Hours,13/08/2025 - 00:00,14/08/2025 - 06:03
cpu,Consumable,vsc34401,118560.14 Hours,1117458.3 Hours,10429461.77 Hours,13623824.0 Hours,13/08/2025 - 00:00,14/08/2025 - 06:03
cpu,Consumable,vsc35191,2478.25 Hours,6089296.84 Hours,10310901.63 Hours,13623824.0 Hours,12/08/2025 - 00:00,13/08/2025 - 06:03
cpu,Consumable,vsc34401,12289.71 Hours,998898.16 Hours,10308423.38 Hours,13623824.0 Hours,12/08/2025 - 00:00,13/08/2025 - 06:03
cpu,Consumable,vsc35191,103830.19 Hours,6086818.59 Hours,10296133.67 Hours,13623824.0 Hours,11/08/2025 - 00:00,12/08/2025 - 06:03
cpu,Consumable,vsc34401,43521.71 Hours,986608.45 Hours,10192303.48 Hours,13623824.0 Hours,11/08/2025 - 00:00,12/08/2025 - 06:03
cpu,Consumable,vsc35191,44634.86 Hours,5982988.41 Hours,10148781.78 Hours,13623824.0 Hours,10/08/2025 - 00:00,11/08/2025 - 06:03
cpu,Consumable,vsc34401,75332.41 Hours,943086.74 Hours,10104146.92 Hours,13623824.0 Hours,10/08/2025 - 00:00,11/08/2025 - 06:03
cpu,Consumable,vsc34401,70838.47 Hours,867754.33 Hours,10028814.51 Hours,13623824.0 Hours,09/08/2025 - 00:00,10/08/2025 - 06:03
cpu,Consumable,vsc35191,1152.0 Hours,5938353.55 Hours,9957976.04 Hours,13623824.0 Hours,08/08/2025 - 00:00,09/08/2025 - 06:03
cpu,Consumable,vsc34401,3141.69 Hours,796915.86 Hours,9956824.04 Hours,13623824.0 Hours,08/08/2025 - 00:00,09/08/2025 - 06:03
cpu,Consumable,vsc35191,2354.79 Hours,5937201.55 Hours,9953682.35 Hours,13623824.0 Hours,06/08/2025 - 00:00,07/08/2025 - 06:03
cpu,Consumable,vsc34401,44549.4 Hours,793774.17 Hours,9951327.56 Hours,13623824.0 Hours,06/08/2025 - 00:00,07/08/2025 - 06:03
cpu,Consumable,vsc35191,19364.96 Hours,5934846.76 Hours,9906778.16 Hours,13623824.0 Hours,05/08/2025 - 00:00,06/08/2025 - 06:03
cpu,Consumable,vsc34401,1001.1 Hours,749224.77 Hours,9887413.19 Hours,13623824.0 Hours,05/08/2025 - 00:00,06/08/2025 - 06:03
cpu,Consumable,vsc34271,8343.32 Hours,1322746.38 Hours,9886412.09 Hours,13623824.0 Hours,05/08/2025 - 00:00,06/08/2025 - 06:03
