Project Usages

Resource,Type,User,Current used by user,Total used by user,Total used,Reserved value,Date,Uploaded at
credits,Consumable,vsc45925,995.25 Hours,26702.98 Hours,224504.48 Hours,830000.0 Hours,05/12/2024 - 00:00,06/12/2024 - 06:03
credits,Consumable,vsc45925,306.56 Hours,25707.73 Hours,223509.23 Hours,830000.0 Hours,04/12/2024 - 00:00,05/12/2024 - 06:03
credits,Consumable,vsc44251,1.24 Hours,264.74 Hours,223202.67 Hours,830000.0 Hours,04/12/2024 - 00:00,05/12/2024 - 06:03
credits,Consumable,vsc45925,0.62 Hours,25401.17 Hours,223201.43 Hours,830000.0 Hours,03/12/2024 - 00:00,04/12/2024 - 06:03
credits,Consumable,vsc44251,263.5 Hours,263.5 Hours,223200.8 Hours,830000.0 Hours,03/12/2024 - 00:00,04/12/2024 - 06:03
credits,Consumable,vsc46187,5512.18 Hours,197536.75 Hours,222937.3 Hours,830000.0 Hours,28/11/2024 - 00:00,29/11/2024 - 06:03
credits,Consumable,vsc46187,26785.31 Hours,192024.57 Hours,217425.13 Hours,830000.0 Hours,26/11/2024 - 00:00,27/11/2024 - 06:03
credits,Consumable,vsc46187,26785.41 Hours,165239.27 Hours,190639.82 Hours,830000.0 Hours,21/11/2024 - 00:00,22/11/2024 - 06:03
credits,Consumable,vsc46187,3100.69 Hours,138453.85 Hours,163854.4 Hours,830000.0 Hours,19/11/2024 - 00:00,20/11/2024 - 06:03
credits,Consumable,vsc46187,27816.37 Hours,135353.16 Hours,160753.72 Hours,830000.0 Hours,18/11/2024 - 00:00,19/11/2024 - 06:03
credits,Consumable,vsc46187,3040.26 Hours,107536.8 Hours,132937.35 Hours,830000.0 Hours,15/11/2024 - 00:00,16/11/2024 - 06:03
credits,Consumable,vsc46187,28.88 Hours,104496.53 Hours,129897.09 Hours,830000.0 Hours,14/11/2024 - 00:00,15/11/2024 - 06:03
credits,Consumable,vsc46187,992.97 Hours,104467.65 Hours,129868.2 Hours,830000.0 Hours,08/10/2024 - 00:00,09/10/2024 - 06:03
credits,Consumable,vsc46187,5907.05 Hours,103474.68 Hours,128875.23 Hours,830000.0 Hours,07/10/2024 - 00:00,08/10/2024 - 06:03
credits,Consumable,vsc46187,4405.95 Hours,97567.63 Hours,122968.18 Hours,830000.0 Hours,02/10/2024 - 00:00,03/10/2024 - 06:03
credits,Consumable,vsc46187,1098.79 Hours,93161.67 Hours,118562.23 Hours,830000.0 Hours,01/10/2024 - 00:00,02/10/2024 - 06:03
credits,Consumable,vsc46187,2252.61 Hours,92062.89 Hours,117463.44 Hours,830000.0 Hours,06/08/2024 - 00:00,07/08/2024 - 06:03
credits,Consumable,vsc46187,161.42 Hours,89810.28 Hours,115210.83 Hours,830000.0 Hours,05/08/2024 - 00:00,06/08/2024 - 06:03
credits,Consumable,vsc45925,2682.56 Hours,25400.55 Hours,115049.41 Hours,830000.0 Hours,28/06/2024 - 00:00,29/06/2024 - 06:03
credits,Consumable,vsc45925,8050.28 Hours,22717.99 Hours,112366.85 Hours,830000.0 Hours,27/06/2024 - 00:00,28/06/2024 - 06:03
credits,Consumable,vsc45925,2683.41 Hours,14667.71 Hours,104316.57 Hours,830000.0 Hours,26/06/2024 - 00:00,27/06/2024 - 06:03
credits,Consumable,vsc45925,6147.41 Hours,11984.3 Hours,101633.16 Hours,830000.0 Hours,22/06/2024 - 00:00,23/06/2024 - 06:03
credits,Consumable,vsc45925,52.69 Hours,5836.88 Hours,95485.75 Hours,830000.0 Hours,21/06/2024 - 00:00,22/06/2024 - 06:03
credits,Consumable,vsc45925,450.49 Hours,5784.19 Hours,95433.05 Hours,830000.0 Hours,20/06/2024 - 00:00,21/06/2024 - 06:03
credits,Consumable,vsc45925,3769.67 Hours,5333.7 Hours,94982.56 Hours,830000.0 Hours,19/06/2024 - 00:00,20/06/2024 - 06:03
credits,Consumable,vsc45925,6.47 Hours,1564.03 Hours,91212.89 Hours,830000.0 Hours,18/06/2024 - 00:00,19/06/2024 - 06:03
credits,Consumable,vsc46187,10341.91 Hours,89648.86 Hours,91206.42 Hours,830000.0 Hours,16/06/2024 - 00:00,17/06/2024 - 06:03
credits,Consumable,vsc46187,13974.88 Hours,79306.95 Hours,80864.51 Hours,830000.0 Hours,14/06/2024 - 00:00,15/06/2024 - 06:03
credits,Consumable,vsc46187,10156.48 Hours,65332.07 Hours,66889.63 Hours,830000.0 Hours,13/06/2024 - 00:00,14/06/2024 - 06:03
credits,Consumable,vsc45925,1545.1 Hours,1557.56 Hours,56733.16 Hours,830000.0 Hours,12/06/2024 - 00:00,13/06/2024 - 06:03
credits,Consumable,vsc45925,12.44 Hours,12.46 Hours,55188.05 Hours,830000.0 Hours,11/06/2024 - 00:00,12/06/2024 - 06:03
credits,Consumable,vsc46187,26784.83 Hours,55175.59 Hours,55175.61 Hours,830000.0 Hours,11/06/2024 - 00:00,12/06/2024 - 06:03
credits,Consumable,vsc46187,26785.86 Hours,28390.76 Hours,28390.78 Hours,830000.0 Hours,08/06/2024 - 00:00,09/06/2024 - 06:03
credits,Consumable,vsc45925,0.01 Hours,0.01 Hours,1604.92 Hours,830000.0 Hours,07/06/2024 - 00:00,08/06/2024 - 06:03
credits,Consumable,vsc46187,1604.9 Hours,1604.9 Hours,1604.91 Hours,830000.0 Hours,05/06/2024 - 00:00,06/06/2024 - 06:03

cpu,Consumable,vsc45925,53.78 Hours,26993.04 Hours,31973.38 Hours,830000.0 Hours,03/01/2025 - 00:00,04/01/2025 - 06:03
cpu,Consumable,vsc45925,178.57 Hours,26939.26 Hours,31919.6 Hours,830000.0 Hours,02/01/2025 - 00:00,03/01/2025 - 06:03
cpu,Consumable,vsc45925,382.22 Hours,26760.68 Hours,31741.02 Hours,830000.0 Hours,01/01/2025 - 00:00,02/01/2025 - 06:03
cpu,Consumable,vsc45925,141.72 Hours,26378.47 Hours,31358.81 Hours,830000.0 Hours,31/12/2024 - 00:00,01/01/2025 - 06:03
cpu,Consumable,vsc44251,10.39 Hours,765.63 Hours,31217.08 Hours,830000.0 Hours,17/12/2024 - 00:00,18/12/2024 - 06:03
cpu,Consumable,vsc44251,8.07 Hours,755.24 Hours,31206.7 Hours,830000.0 Hours,16/12/2024 - 00:00,17/12/2024 - 06:03
cpu,Consumable,vsc46187,47.94 Hours,4214.72 Hours,31198.63 Hours,830000.0 Hours,16/12/2024 - 00:00,17/12/2024 - 06:03
cpu,Consumable,vsc46187,141.87 Hours,4166.77 Hours,31150.69 Hours,830000.0 Hours,15/12/2024 - 00:00,16/12/2024 - 06:03
cpu,Consumable,vsc46187,6.53 Hours,4024.9 Hours,31008.82 Hours,830000.0 Hours,14/12/2024 - 00:00,15/12/2024 - 06:03
cpu,Consumable,vsc44251,336.27 Hours,747.18 Hours,31002.29 Hours,830000.0 Hours,13/12/2024 - 00:00,14/12/2024 - 06:03
cpu,Consumable,vsc46187,31.34 Hours,4018.37 Hours,30666.02 Hours,830000.0 Hours,13/12/2024 - 00:00,14/12/2024 - 06:03
cpu,Consumable,vsc44251,375.55 Hours,410.91 Hours,30634.68 Hours,830000.0 Hours,12/12/2024 - 00:00,13/12/2024 - 06:03
cpu,Consumable,vsc46187,292.85 Hours,3987.03 Hours,30259.13 Hours,830000.0 Hours,12/12/2024 - 00:00,13/12/2024 - 06:03
cpu,Consumable,vsc44251,11.36 Hours,35.36 Hours,29966.28 Hours,830000.0 Hours,11/12/2024 - 00:00,12/12/2024 - 06:03
cpu,Consumable,vsc46187,216.01 Hours,3694.18 Hours,29954.92 Hours,830000.0 Hours,08/12/2024 - 00:00,09/12/2024 - 06:03
cpu,Consumable,vsc46187,2.39 Hours,3478.17 Hours,29738.91 Hours,830000.0 Hours,07/12/2024 - 00:00,08/12/2024 - 06:03
cpu,Consumable,vsc44251,14.0 Hours,24.0 Hours,29736.52 Hours,830000.0 Hours,06/12/2024 - 00:00,07/12/2024 - 06:03
cpu,Consumable,vsc46187,0.04 Hours,3475.78 Hours,29722.52 Hours,830000.0 Hours,05/12/2024 - 00:00,06/12/2024 - 06:03
cpu,Consumable,vsc45925,637.13 Hours,26236.74 Hours,29722.48 Hours,830000.0 Hours,05/12/2024 - 00:00,06/12/2024 - 06:03
cpu,Consumable,vsc45925,198.66 Hours,25599.61 Hours,29085.35 Hours,830000.0 Hours,04/12/2024 - 00:00,05/12/2024 - 06:03
cpu,Consumable,vsc44251,1.2 Hours,10.0 Hours,28886.69 Hours,830000.0 Hours,04/12/2024 - 00:00,05/12/2024 - 06:03
cpu,Consumable,vsc45925,0.42 Hours,25400.95 Hours,28885.49 Hours,830000.0 Hours,03/12/2024 - 00:00,04/12/2024 - 06:03
cpu,Consumable,vsc44251,8.8 Hours,8.8 Hours,28885.08 Hours,830000.0 Hours,03/12/2024 - 00:00,04/12/2024 - 06:03
cpu,Consumable,vsc46187,44.45 Hours,3475.74 Hours,28876.28 Hours,830000.0 Hours,28/11/2024 - 00:00,29/11/2024 - 06:03
cpu,Consumable,vsc46187,216.01 Hours,3431.29 Hours,28831.82 Hours,830000.0 Hours,26/11/2024 - 00:00,27/11/2024 - 06:03
cpu,Consumable,vsc46187,216.01 Hours,3215.28 Hours,28615.81 Hours,830000.0 Hours,21/11/2024 - 00:00,22/11/2024 - 06:03
cpu,Consumable,vsc46187,25.01 Hours,2999.27 Hours,28399.8 Hours,830000.0 Hours,19/11/2024 - 00:00,20/11/2024 - 06:03
cpu,Consumable,vsc46187,246.34 Hours,2974.26 Hours,28374.8 Hours,830000.0 Hours,18/11/2024 - 00:00,19/11/2024 - 06:03
cpu,Consumable,vsc46187,105.15 Hours,2727.92 Hours,28128.45 Hours,830000.0 Hours,15/11/2024 - 00:00,16/11/2024 - 06:03
cpu,Consumable,vsc46187,0.89 Hours,2622.76 Hours,28023.3 Hours,830000.0 Hours,14/11/2024 - 00:00,15/11/2024 - 06:03
cpu,Consumable,vsc46187,32.03 Hours,2621.87 Hours,28022.4 Hours,830000.0 Hours,08/10/2024 - 00:00,09/10/2024 - 06:03
cpu,Consumable,vsc46187,190.55 Hours,2589.84 Hours,27990.37 Hours,830000.0 Hours,07/10/2024 - 00:00,08/10/2024 - 06:03
cpu,Consumable,vsc46187,142.13 Hours,2399.29 Hours,27799.82 Hours,830000.0 Hours,02/10/2024 - 00:00,03/10/2024 - 06:03
cpu,Consumable,vsc46187,35.44 Hours,2257.16 Hours,27657.69 Hours,830000.0 Hours,01/10/2024 - 00:00,02/10/2024 - 06:03
cpu,Consumable,vsc46187,72.66 Hours,2221.72 Hours,27622.25 Hours,830000.0 Hours,06/08/2024 - 00:00,07/08/2024 - 06:03
cpu,Consumable,vsc46187,5.21 Hours,2149.05 Hours,27549.59 Hours,830000.0 Hours,05/08/2024 - 00:00,06/08/2024 - 06:03
cpu,Consumable,vsc45925,2682.56 Hours,25400.54 Hours,27544.38 Hours,830000.0 Hours,28/06/2024 - 00:00,29/06/2024 - 06:03
cpu,Consumable,vsc45925,8050.28 Hours,22717.98 Hours,24861.82 Hours,830000.0 Hours,27/06/2024 - 00:00,28/06/2024 - 06:03
cpu,Consumable,vsc45925,2683.41 Hours,14667.7 Hours,16811.54 Hours,830000.0 Hours,26/06/2024 - 00:00,27/06/2024 - 06:03
cpu,Consumable,vsc45925,6147.41 Hours,11984.29 Hours,14128.13 Hours,830000.0 Hours,22/06/2024 - 00:00,23/06/2024 - 06:03
cpu,Consumable,vsc45925,52.69 Hours,5836.87 Hours,7980.72 Hours,830000.0 Hours,21/06/2024 - 00:00,22/06/2024 - 06:03
cpu,Consumable,vsc45925,450.49 Hours,5784.18 Hours,7928.02 Hours,830000.0 Hours,20/06/2024 - 00:00,21/06/2024 - 06:03
cpu,Consumable,vsc45925,3769.67 Hours,5333.69 Hours,7477.53 Hours,830000.0 Hours,19/06/2024 - 00:00,20/06/2024 - 06:03
cpu,Consumable,vsc45925,6.47 Hours,1564.02 Hours,3707.86 Hours,830000.0 Hours,18/06/2024 - 00:00,19/06/2024 - 06:03
cpu,Consumable,vsc46187,83.64 Hours,2143.84 Hours,3701.39 Hours,830000.0 Hours,16/06/2024 - 00:00,17/06/2024 - 06:03
cpu,Consumable,vsc46187,1502.04 Hours,2060.2 Hours,3617.75 Hours,830000.0 Hours,14/06/2024 - 00:00,15/06/2024 - 06:03
cpu,Consumable,vsc46187,113.2 Hours,558.16 Hours,2115.71 Hours,830000.0 Hours,13/06/2024 - 00:00,14/06/2024 - 06:03
cpu,Consumable,vsc45925,1545.1 Hours,1557.55 Hours,2002.51 Hours,830000.0 Hours,12/06/2024 - 00:00,13/06/2024 - 06:03
cpu,Consumable,vsc45925,12.44 Hours,12.45 Hours,457.41 Hours,830000.0 Hours,11/06/2024 - 00:00,12/06/2024 - 06:03
cpu,Consumable,vsc46187,216.01 Hours,444.96 Hours,444.97 Hours,830000.0 Hours,11/06/2024 - 00:00,12/06/2024 - 06:03
cpu,Consumable,vsc46187,216.01 Hours,228.96 Hours,228.96 Hours,830000.0 Hours,08/06/2024 - 00:00,09/06/2024 - 06:03
cpu,Consumable,vsc45925,0.0 Hours,0.0 Hours,12.94 Hours,830000.0 Hours,07/06/2024 - 00:00,08/06/2024 - 06:03
cpu,Consumable,vsc46187,12.94 Hours,12.94 Hours,12.94 Hours,830000.0 Hours,05/06/2024 - 00:00,06/06/2024 - 06:03



Project Logs

Type,Description,User,Date

Usage,vsc45925 used 53.782222222222224 Hours of credits.,vsc45925,03/01/2025 - 00:00
Usage,vsc45925 used 53.782222222222224 Hours of cpu.,vsc45925,03/01/2025 - 00:00
Usage,vsc45925 used 178.57333333333332 Hours of credits.,vsc45925,02/01/2025 - 00:00
Usage,vsc45925 used 178.57333333333332 Hours of cpu.,vsc45925,02/01/2025 - 00:00
Usage,vsc45925 used 382.2177777777777 Hours of cpu.,vsc45925,01/01/2025 - 00:00
Usage,vsc45925 used 382.2177777777777 Hours of credits.,vsc45925,01/01/2025 - 00:00
Usage,vsc45925 used 141.72444444444443 Hours of credits.,vsc45925,31/12/2024 - 00:00
Usage,vsc45925 used 141.72444444444443 Hours of cpu.,vsc45925,31/12/2024 - 00:00
Usage,vsc44251 used 10.386666666666667 Hours of credits.,vsc44251,17/12/2024 - 00:00
Usage,vsc44251 used 10.386666666666667 Hours of cpu.,vsc44251,17/12/2024 - 00:00
Usage,vsc46187 used 2293.643888888889 Hours of credits.,vsc46187,16/12/2024 - 00:00
Usage,vsc44251 used 8.066666666666666 Hours of credits.,vsc44251,16/12/2024 - 00:00
Usage,vsc44251 used 8.066666666666666 Hours of cpu.,vsc44251,16/12/2024 - 00:00
Usage,vsc46187 used 47.94361111111111 Hours of cpu.,vsc46187,16/12/2024 - 00:00
Usage,vsc46187 used 17591.604444444445 Hours of credits.,vsc46187,15/12/2024 - 00:00
Usage,vsc46187 used 141.86777777777777 Hours of cpu.,vsc46187,15/12/2024 - 00:00
Usage,vsc46187 used 215.545 Hours of credits.,vsc46187,14/12/2024 - 00:00
Usage,vsc46187 used 6.531666666666666 Hours of cpu.,vsc46187,14/12/2024 - 00:00
Usage,vsc46187 used 3886.056666666667 Hours of credits.,vsc46187,13/12/2024 - 00:00
Usage,vsc44251 used 336.26666666666665 Hours of credits.,vsc44251,13/12/2024 - 00:00
Usage,vsc44251 used 336.26666666666665 Hours of cpu.,vsc44251,13/12/2024 - 00:00
Usage,vsc46187 used 31.339166666666667 Hours of cpu.,vsc46187,13/12/2024 - 00:00
Usage,vsc46187 used 29321.230833333335 Hours of credits.,vsc46187,12/12/2024 - 00:00
Usage,vsc44251 used 375.5511111111111 Hours of credits.,vsc44251,12/12/2024 - 00:00
Usage,vsc44251 used 375.5511111111111 Hours of cpu.,vsc44251,12/12/2024 - 00:00
Usage,vsc46187 used 292.8536111111111 Hours of cpu.,vsc46187,12/12/2024 - 00:00
Usage,vsc44251 used 11.355555555555556 Hours of credits.,vsc44251,11/12/2024 - 00:00
Usage,vsc44251 used 11.355555555555556 Hours of cpu.,vsc44251,11/12/2024 - 00:00
Usage,vsc46187 used 26785.033333333333 Hours of credits.,vsc46187,08/12/2024 - 00:00
Usage,vsc46187 used 216.00833333333333 Hours of cpu.,vsc46187,08/12/2024 - 00:00
Usage,vsc46187 used 78.89750000000001 Hours of credits.,vsc46187,07/12/2024 - 00:00
Usage,vsc46187 used 2.390833333333333 Hours of cpu.,vsc46187,07/12/2024 - 00:00
Usage,vsc44251 used 14.004444444444445 Hours of cpu.,vsc44251,06/12/2024 - 00:00
Usage,vsc44251 used 14.004444444444445 Hours of credits.,vsc44251,06/12/2024 - 00:00
Usage,vsc45925 used 995.2494444444443 Hours of credits.,vsc45925,05/12/2024 - 00:00
Usage,vsc46187 used 4.581111111111111 Hours of credits.,vsc46187,05/12/2024 - 00:00
Usage,vsc46187 used 0.03694444444444444 Hours of cpu.,vsc46187,05/12/2024 - 00:00
Usage,vsc45925 used 637.1322222222223 Hours of cpu.,vsc45925,05/12/2024 - 00:00
Usage,vsc44251 used 1.24 Hours of credits.,vsc44251,04/12/2024 - 00:00
Usage,vsc45925 used 306.5597222222222 Hours of credits.,vsc45925,04/12/2024 - 00:00
Usage,vsc45925 used 198.6552777777778 Hours of cpu.,vsc45925,04/12/2024 - 00:00
Usage,vsc44251 used 1.2 Hours of cpu.,vsc44251,04/12/2024 - 00:00
Usage,vsc44251 used 263.5 Hours of credits.,vsc44251,03/12/2024 - 00:00
Usage,vsc45925 used 0.625 Hours of credits.,vsc45925,03/12/2024 - 00:00
Usage,vsc45925 used 0.41666666666666663 Hours of cpu.,vsc45925,03/12/2024 - 00:00
Usage,vsc44251 used 8.797222222222222 Hours of cpu.,vsc44251,03/12/2024 - 00:00
Usage,vsc46187 used 5512.178888888889 Hours of credits.,vsc46187,28/11/2024 - 00:00
Usage,vsc46187 used 44.45305555555556 Hours of cpu.,vsc46187,28/11/2024 - 00:00
Usage,vsc46187 used 26785.30888888889 Hours of credits.,vsc46187,26/11/2024 - 00:00
Usage,vsc46187 used 216.01055555555553 Hours of cpu.,vsc46187,26/11/2024 - 00:00
Usage,vsc46187 used 26785.41222222222 Hours of credits.,vsc46187,21/11/2024 - 00:00
Usage,vsc46187 used 216.01138888888892 Hours of cpu.,vsc46187,21/11/2024 - 00:00
Usage,vsc46187 used 3100.688888888889 Hours of credits.,vsc46187,19/11/2024 - 00:00
Usage,vsc46187 used 25.005555555555556 Hours of cpu.,vsc46187,19/11/2024 - 00:00
Usage,vsc46187 used 27816.366388888888 Hours of credits.,vsc46187,18/11/2024 - 00:00
Usage,vsc46187 used 246.34472222222223 Hours of cpu.,vsc46187,18/11/2024 - 00:00
Usage,vsc46187 used 3040.2636111111105 Hours of credits.,vsc46187,15/11/2024 - 00:00
Usage,vsc46187 used 105.15444444444445 Hours of cpu.,vsc46187,15/11/2024 - 00:00
Usage,vsc46187 used 28.884722222222226 Hours of credits.,vsc46187,14/11/2024 - 00:00
Usage,vsc46187 used 0.894444444444444 Hours of cpu.,vsc46187,14/11/2024 - 00:00
Usage,vsc46187 used 992.9730555555556 Hours of credits.,vsc46187,08/10/2024 - 00:00
Usage,vsc46187 used 32.031388888888884 Hours of cpu.,vsc46187,08/10/2024 - 00:00
Usage,vsc46187 used 5907.049999999998 Hours of credits.,vsc46187,07/10/2024 - 00:00
Usage,vsc46187 used 190.55 Hours of cpu.,vsc46187,07/10/2024 - 00:00
Usage,vsc46187 used 142.1275 Hours of cpu.,vsc46187,02/10/2024 - 00:00
Usage,vsc46187 used 4405.952500000001 Hours of credits.,vsc46187,02/10/2024 - 00:00
Usage,vsc46187 used 1098.7863888888887 Hours of credits.,vsc46187,01/10/2024 - 00:00
Usage,vsc46187 used 35.444722222222225 Hours of cpu.,vsc46187,01/10/2024 - 00:00
Resource Update,700000.0 Hours has been added to credits.,vsc43020,23/09/2024 - 13:45
Resource Update,700000.0 Hours has been added to cpu.,vsc43020,23/09/2024 - 13:45
Usage,vsc46187 used 2252.606388888889 Hours of credits.,vsc46187,06/08/2024 - 00:00
Usage,vsc46187 used 72.66472222222222 Hours of cpu.,vsc46187,06/08/2024 - 00:00
Usage,vsc46187 used 161.42388888888888 Hours of credits.,vsc46187,05/08/2024 - 00:00
Usage,vsc46187 used 5.207222222222223 Hours of cpu.,vsc46187,05/08/2024 - 00:00
Usage,vsc45925 used 2682.56 Hours of credits.,vsc45925,28/06/2024 - 00:00
Usage,vsc45925 used 2682.56 Hours of cpu.,vsc45925,28/06/2024 - 00:00
Usage,vsc45925 used 8050.275555555555 Hours of credits.,vsc45925,27/06/2024 - 00:00
Usage,vsc45925 used 8050.275555555555 Hours of cpu.,vsc45925,27/06/2024 - 00:00
Usage,vsc45925 used 2683.413333333333 Hours of credits.,vsc45925,26/06/2024 - 00:00
Usage,vsc45925 used 2683.413333333333 Hours of cpu.,vsc45925,26/06/2024 - 00:00
Usage,vsc45925 used 6147.413333333333 Hours of credits.,vsc45925,22/06/2024 - 00:00
Usage,vsc45925 used 6147.413333333333 Hours of cpu.,vsc45925,22/06/2024 - 00:00
Usage,vsc45925 used 52.693333333333335 Hours of credits.,vsc45925,21/06/2024 - 00:00
Usage,vsc45925 used 52.693333333333335 Hours of cpu.,vsc45925,21/06/2024 - 00:00
Usage,vsc45925 used 450.48888888888894 Hours of credits.,vsc45925,20/06/2024 - 00:00
Usage,vsc45925 used 450.48888888888894 Hours of cpu.,vsc45925,20/06/2024 - 00:00
Usage,vsc45925 used 3769.6711111111117 Hours of cpu.,vsc45925,19/06/2024 - 00:00
Usage,vsc45925 used 3769.6711111111117 Hours of credits.,vsc45925,19/06/2024 - 00:00
Usage,vsc45925 used 6.471111111111111 Hours of credits.,vsc45925,18/06/2024 - 00:00
Usage,vsc45925 used 6.471111111111111 Hours of cpu.,vsc45925,18/06/2024 - 00:00
Usage,vsc46187 used 10341.9105555557 Hours of credits.,vsc46187,16/06/2024 - 00:00
Usage,vsc46187 used 83.64194444444342 Hours of cpu.,vsc46187,16/06/2024 - 00:00
Usage,vsc46187 used 1502.0400000000016 Hours of cpu.,vsc46187,14/06/2024 - 00:00
Usage,vsc46187 used 13974.877499999995 Hours of credits.,vsc46187,14/06/2024 - 00:00
Usage,vsc46187 used 10156.478333333333 Hours of credits.,vsc46187,13/06/2024 - 00:00
Usage,vsc46187 used 113.1977777777778 Hours of cpu.,vsc46187,13/06/2024 - 00:00
Usage,vsc45925 used 1545.1022222222223 Hours of credits.,vsc45925,12/06/2024 - 00:00
Usage,vsc45925 used 1545.1022222222223 Hours of cpu.,vsc45925,12/06/2024 - 00:00
Usage,vsc46187 used 26784.826666666668 Hours of credits.,vsc46187,11/06/2024 - 00:00
Usage,vsc45925 used 12.444444444444445 Hours of credits.,vsc45925,11/06/2024 - 00:00
Usage,vsc45925 used 12.444444444444445 Hours of cpu.,vsc45925,11/06/2024 - 00:00
Usage,vsc46187 used 216.00666666666666 Hours of cpu.,vsc46187,11/06/2024 - 00:00
Usage,vsc46187 used 26785.86 Hours of credits.,vsc46187,08/06/2024 - 00:00
Usage,vsc46187 used 216.01500000000001 Hours of cpu.,vsc46187,08/06/2024 - 00:00
Usage,vsc45925 used 0.013333333333333334 Hours of credits.,vsc45925,07/06/2024 - 00:00
Usage,vsc45925 used 0.0033333333333333335 Hours of cpu.,vsc45925,07/06/2024 - 00:00
Usage,vsc46187 used 1604.9044444444446 Hours of credits.,vsc46187,05/06/2024 - 00:00
Usage,vsc46187 used 12.94277777777778 Hours of cpu.,vsc46187,05/06/2024 - 00:00
Resource Create,scratch has been added to the project resources with a reserved value of 2048.0 GB.,vsc40016,08/02/2024 - 11:08
Resource Approval,vsc40016 approved the requested 2048 GB for scratch.,vsc40016,08/02/2024 - 11:08
Resource Create,cpu has been added to the project resources with a reserved value of 130000.0 Hours.,vsc40016,08/02/2024 - 11:08
Resource Approval,vsc40016 approved the requested 130000 Hours for cpu.,vsc40016,08/02/2024 - 11:08
Resource Create,credits has been added to the project resources with a reserved value of 130000.0 Hours.,vsc40016,08/02/2024 - 11:08
Resource Approval,vsc40016 approved the requested 130000 Hours for credits.,vsc40016,08/02/2024 - 11:08
Project Create,Project is created.,vsc40016,08/02/2024 - 11:08
Project Approval,vsc40016 has approved the requested project.,vsc40016,08/02/2024 - 11:08
Project Request,vsc40016 has requested a project.,vsc40016,08/02/2024 - 11:04
