Project Usages

Resource,Type,User,Current used by user,Total used by user,Total used,Reserved value,Date,Uploaded at
credits,Consumable,vsc10951,460.26 Hours,239861.29 Hours,11352098.65 Hours,45527040.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
credits,Consumable,vsc11084,29306.65 Hours,2596603.93 Hours,11351638.39 Hours,45527040.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
credits,Consumable,vsc10951,410.19 Hours,239401.03 Hours,11322331.74 Hours,45527040.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
credits,Consumable,vsc11084,20174.04 Hours,2567297.28 Hours,11321921.55 Hours,45527040.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
credits,Consumable,vsc10951,3.01 Hours,238990.83 Hours,11301747.51 Hours,45527040.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
credits,Consumable,vsc11084,6691.62 Hours,2547123.25 Hours,11301744.5 Hours,45527040.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
credits,Consumable,vsc11084,37241.04 Hours,2540431.63 Hours,11295052.89 Hours,45527040.0 Hours,19/10/2025 - 00:00,20/10/2025 - 06:03
credits,Consumable,vsc11084,365.35 Hours,2503190.59 Hours,11257811.84 Hours,45527040.0 Hours,18/10/2025 - 00:00,19/10/2025 - 06:03
credits,Consumable,vsc10951,410.32 Hours,238987.83 Hours,11257446.49 Hours,45527040.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
credits,Consumable,vsc11084,6362.25 Hours,2502825.24 Hours,11257036.17 Hours,45527040.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
credits,Consumable,vsc10951,480.14 Hours,238577.5 Hours,11250673.92 Hours,45527040.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
credits,Consumable,vsc11084,10484.43 Hours,2496462.99 Hours,11250193.77 Hours,45527040.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
credits,Consumable,vsc11084,38210.17 Hours,2485978.55 Hours,11239709.34 Hours,45527040.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
credits,Consumable,vsc11084,20469.65 Hours,2447768.38 Hours,11201499.17 Hours,45527040.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
credits,Consumable,vsc11084,21645.12 Hours,2427298.74 Hours,11181029.52 Hours,45527040.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
credits,Consumable,vsc11084,47652.79 Hours,2405653.61 Hours,11159384.4 Hours,45527040.0 Hours,12/10/2025 - 00:00,13/10/2025 - 06:03
credits,Consumable,vsc11084,43287.14 Hours,2358000.82 Hours,11111731.61 Hours,45527040.0 Hours,11/10/2025 - 00:00,12/10/2025 - 06:03
credits,Consumable,vsc11084,21768.97 Hours,2314713.68 Hours,11068444.46 Hours,45527040.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
credits,Consumable,vsc11084,47970.05 Hours,2292944.71 Hours,11046675.5 Hours,45527040.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
credits,Consumable,vsc11084,12853.12 Hours,2244974.66 Hours,10998705.45 Hours,45527040.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
credits,Consumable,vsc10951,20.01 Hours,238097.36 Hours,10985852.33 Hours,45527040.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
credits,Consumable,vsc11084,46193.43 Hours,2232121.54 Hours,10985832.32 Hours,45527040.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
credits,Consumable,vsc11084,19916.71 Hours,2185928.12 Hours,10939638.89 Hours,45527040.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
credits,Consumable,vsc10951,72.0 Hours,238077.35 Hours,10919722.18 Hours,45527040.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
credits,Consumable,vsc11084,40.11 Hours,2166011.41 Hours,10919650.18 Hours,45527040.0 Hours,05/10/2025 - 00:00,06/10/2025 - 06:03
credits,Consumable,vsc11084,37038.11 Hours,2165971.3 Hours,10919610.07 Hours,45527040.0 Hours,04/10/2025 - 00:00,05/10/2025 - 06:03
credits,Consumable,vsc11084,31154.78 Hours,2128933.19 Hours,10882571.96 Hours,45527040.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
credits,Consumable,vsc10147,1.94 Hours,226735.09 Hours,10851417.18 Hours,45527040.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
credits,Consumable,vsc11084,9225.91 Hours,2097778.41 Hours,10851415.25 Hours,45527040.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
credits,Consumable,vsc10951,40.01 Hours,238005.35 Hours,10842189.34 Hours,45527040.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
credits,Consumable,vsc10951,560.35 Hours,237965.34 Hours,10842149.33 Hours,45527040.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
credits,Consumable,vsc11084,15277.7 Hours,2088552.5 Hours,10841588.98 Hours,45527040.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
credits,Consumable,vsc10951,760.51 Hours,237404.99 Hours,10826311.28 Hours,45527040.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
credits,Consumable,vsc11084,63447.9 Hours,2073274.8 Hours,10825550.77 Hours,45527040.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
credits,Consumable,vsc11084,36939.14 Hours,2009826.9 Hours,10762102.87 Hours,45527040.0 Hours,28/09/2025 - 00:00,29/09/2025 - 06:03
credits,Consumable,vsc10154,64.7 Hours,8249462.84 Hours,10725163.74 Hours,45527040.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
credits,Consumable,vsc11084,8489.58 Hours,1972887.77 Hours,10725099.04 Hours,45527040.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
credits,Consumable,vsc10951,710.33 Hours,236644.48 Hours,10716609.45 Hours,45527040.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
credits,Consumable,vsc11084,4528.12 Hours,1964398.18 Hours,10715899.12 Hours,45527040.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
credits,Consumable,vsc10951,562.34 Hours,235934.15 Hours,10711371.0 Hours,45527040.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:04
credits,Consumable,vsc11084,6537.65 Hours,1959870.07 Hours,10710808.66 Hours,45527040.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:03
credits,Consumable,vsc11084,6894.88 Hours,1953332.42 Hours,10704271.01 Hours,45527040.0 Hours,24/09/2025 - 00:00,25/09/2025 - 06:03
credits,Consumable,vsc10951,1080.83 Hours,235371.81 Hours,10697376.13 Hours,45527040.0 Hours,24/09/2025 - 00:00,25/09/2025 - 06:03
credits,Consumable,vsc10154,64.76 Hours,8249398.14 Hours,10696295.3 Hours,45527040.0 Hours,24/09/2025 - 00:00,25/09/2025 - 06:03
credits,Consumable,vsc10951,600.16 Hours,234290.98 Hours,10696230.54 Hours,45527040.0 Hours,23/09/2025 - 00:00,24/09/2025 - 06:03
credits,Consumable,vsc11084,3049.07 Hours,1946437.54 Hours,10695630.38 Hours,45527040.0 Hours,23/09/2025 - 00:00,24/09/2025 - 06:03
credits,Consumable,vsc11084,36937.28 Hours,1943388.47 Hours,10692581.3 Hours,45527040.0 Hours,22/09/2025 - 00:00,23/09/2025 - 06:03
credits,Consumable,vsc11084,3604.51 Hours,1906451.19 Hours,10655644.02 Hours,45527040.0 Hours,21/09/2025 - 00:00,22/09/2025 - 06:03
credits,Consumable,vsc11084,1783.8 Hours,1902846.67 Hours,10652039.51 Hours,45527040.0 Hours,20/09/2025 - 00:00,21/09/2025 - 06:03
credits,Consumable,vsc11084,6624.26 Hours,1901062.87 Hours,10650255.7 Hours,45527040.0 Hours,19/09/2025 - 00:00,20/09/2025 - 06:03
credits,Consumable,vsc10951,700.54 Hours,233690.81 Hours,10643631.44 Hours,45527040.0 Hours,19/09/2025 - 00:00,20/09/2025 - 06:03
credits,Consumable,vsc11006,2424.59 Hours,24451.62 Hours,10642930.9 Hours,45527040.0 Hours,19/09/2025 - 00:00,20/09/2025 - 06:03
credits,Consumable,vsc11084,1580.28 Hours,1894438.61 Hours,10640506.31 Hours,45527040.0 Hours,18/09/2025 - 00:00,19/09/2025 - 06:03
credits,Consumable,vsc10951,560.27 Hours,232990.27 Hours,10638926.03 Hours,45527040.0 Hours,18/09/2025 - 00:00,19/09/2025 - 06:03
credits,Consumable,vsc10951,560.01 Hours,232429.99 Hours,10638365.76 Hours,45527040.0 Hours,17/09/2025 - 00:00,18/09/2025 - 06:03
credits,Consumable,vsc10951,561.39 Hours,231869.98 Hours,10637805.74 Hours,45527040.0 Hours,16/09/2025 - 00:00,17/09/2025 - 06:03
credits,Consumable,vsc10154,108.21 Hours,8249333.37 Hours,10637244.35 Hours,45527040.0 Hours,16/09/2025 - 00:00,17/09/2025 - 06:03
credits,Consumable,vsc11084,621.5 Hours,1892858.33 Hours,10637136.14 Hours,45527040.0 Hours,16/09/2025 - 00:00,17/09/2025 - 06:03
credits,Consumable,vsc11084,36937.14 Hours,1892236.83 Hours,10636514.64 Hours,45527040.0 Hours,14/09/2025 - 00:00,15/09/2025 - 06:03
credits,Consumable,vsc11084,3118.46 Hours,1855299.69 Hours,10599577.5 Hours,45527040.0 Hours,12/09/2025 - 00:00,13/09/2025 - 06:03
credits,Consumable,vsc10951,560.53 Hours,231308.59 Hours,10596459.04 Hours,45527040.0 Hours,12/09/2025 - 00:00,13/09/2025 - 06:03
credits,Consumable,vsc11006,96.74 Hours,22027.03 Hours,10595898.51 Hours,45527040.0 Hours,11/09/2025 - 00:00,12/09/2025 - 06:03
credits,Consumable,vsc10951,400.33 Hours,230748.06 Hours,10595801.78 Hours,45527040.0 Hours,11/09/2025 - 00:00,12/09/2025 - 06:03
credits,Consumable,vsc11084,46607.09 Hours,1852181.23 Hours,10595401.44 Hours,45527040.0 Hours,11/09/2025 - 00:00,12/09/2025 - 06:03
credits,Consumable,vsc10951,560.35 Hours,230347.73 Hours,10548794.35 Hours,45527040.0 Hours,10/09/2025 - 00:00,11/09/2025 - 06:03
credits,Consumable,vsc11084,4429.34 Hours,1805574.14 Hours,10548234.0 Hours,45527040.0 Hours,10/09/2025 - 00:00,11/09/2025 - 06:03
credits,Consumable,vsc11084,3235.34 Hours,1801144.8 Hours,10543804.67 Hours,45527040.0 Hours,09/09/2025 - 00:00,10/09/2025 - 06:03
credits,Consumable,vsc11084,2882.21 Hours,1797909.46 Hours,10540569.32 Hours,45527040.0 Hours,08/09/2025 - 00:00,09/09/2025 - 06:03
credits,Consumable,vsc10951,332.83 Hours,229787.38 Hours,10537687.12 Hours,45527040.0 Hours,08/09/2025 - 00:00,09/09/2025 - 06:03
credits,Consumable,vsc10951,300.25 Hours,229454.54 Hours,10537354.28 Hours,45527040.0 Hours,07/09/2025 - 00:00,08/09/2025 - 06:03
credits,Consumable,vsc11084,36936.29 Hours,1795027.25 Hours,10537054.03 Hours,45527040.0 Hours,06/09/2025 - 00:00,07/09/2025 - 06:03
credits,Consumable,vsc10951,310.35 Hours,229154.29 Hours,10500117.75 Hours,45527040.0 Hours,05/09/2025 - 00:00,06/09/2025 - 06:03
credits,Consumable,vsc10951,410.16 Hours,228843.94 Hours,10499807.4 Hours,45527040.0 Hours,03/09/2025 - 00:00,04/09/2025 - 06:03
credits,Consumable,vsc11084,28021.48 Hours,1758090.97 Hours,10499397.24 Hours,45527040.0 Hours,03/09/2025 - 00:00,04/09/2025 - 06:03
credits,Consumable,vsc11084,210.79 Hours,1730069.49 Hours,10471375.76 Hours,45527040.0 Hours,02/09/2025 - 00:00,03/09/2025 - 06:03
credits,Consumable,vsc10951,410.14 Hours,228433.79 Hours,10471164.97 Hours,45527040.0 Hours,02/09/2025 - 00:00,03/09/2025 - 06:03
credits,Consumable,vsc11084,28.86 Hours,1729858.7 Hours,10470754.82 Hours,45527040.0 Hours,01/09/2025 - 00:00,02/09/2025 - 06:03
credits,Consumable,vsc10951,410.12 Hours,228023.64 Hours,10470725.96 Hours,45527040.0 Hours,01/09/2025 - 00:00,02/09/2025 - 06:03
credits,Consumable,vsc11084,673.79 Hours,1729829.83 Hours,10470315.84 Hours,45527040.0 Hours,30/08/2025 - 00:00,31/08/2025 - 06:03
credits,Consumable,vsc11084,4201.88 Hours,1729156.04 Hours,10469642.04 Hours,45527040.0 Hours,29/08/2025 - 00:00,30/08/2025 - 06:03
credits,Consumable,vsc10951,160.09 Hours,227613.52 Hours,10465440.16 Hours,45527040.0 Hours,29/08/2025 - 00:00,30/08/2025 - 06:03
credits,Consumable,vsc10951,16.01 Hours,227453.43 Hours,10465280.06 Hours,45527040.0 Hours,28/08/2025 - 00:00,29/08/2025 - 06:03
credits,Consumable,vsc11084,1828.54 Hours,1724954.15 Hours,10465264.06 Hours,45527040.0 Hours,27/08/2025 - 00:00,28/08/2025 - 06:03
credits,Consumable,vsc11084,139031.13 Hours,1723125.61 Hours,10463435.52 Hours,45527040.0 Hours,26/08/2025 - 00:00,27/08/2025 - 06:03
credits,Consumable,vsc11084,931.89 Hours,1584094.48 Hours,10324404.39 Hours,45527040.0 Hours,25/08/2025 - 00:00,26/08/2025 - 06:03
credits,Consumable,vsc10154,64.15 Hours,8249225.16 Hours,10323472.5 Hours,45527040.0 Hours,25/08/2025 - 00:00,26/08/2025 - 06:03
credits,Consumable,vsc11084,166.87 Hours,1583162.6 Hours,10323408.35 Hours,45527040.0 Hours,23/08/2025 - 00:00,24/08/2025 - 06:03
credits,Consumable,vsc11084,941.95 Hours,1582995.73 Hours,10323241.48 Hours,45527040.0 Hours,22/08/2025 - 00:00,23/08/2025 - 06:03
credits,Consumable,vsc11084,1546.27 Hours,1582053.78 Hours,10322299.54 Hours,45527040.0 Hours,21/08/2025 - 00:00,22/08/2025 - 06:03
credits,Consumable,vsc11084,2312.05 Hours,1580507.51 Hours,10320753.27 Hours,45527040.0 Hours,20/08/2025 - 00:00,21/08/2025 - 06:03
credits,Consumable,vsc11084,19.97 Hours,1578195.47 Hours,10318441.22 Hours,45527040.0 Hours,19/08/2025 - 00:00,20/08/2025 - 06:03
credits,Consumable,vsc11084,16918.1 Hours,1578175.5 Hours,10318421.25 Hours,45527040.0 Hours,18/08/2025 - 00:00,19/08/2025 - 06:03
credits,Consumable,vsc11084,184680.0 Hours,1561257.39 Hours,10301503.15 Hours,45527040.0 Hours,16/08/2025 - 00:00,17/08/2025 - 06:03
credits,Consumable,vsc11084,110196.62 Hours,1376577.39 Hours,10116823.15 Hours,45527040.0 Hours,14/08/2025 - 00:00,15/08/2025 - 06:03
credits,Consumable,vsc11084,15.25 Hours,1266380.78 Hours,10006626.53 Hours,45527040.0 Hours,13/08/2025 - 00:00,14/08/2025 - 06:03
credits,Consumable,vsc11084,500.08 Hours,1266365.53 Hours,10006611.29 Hours,45527040.0 Hours,12/08/2025 - 00:00,13/08/2025 - 06:03
credits,Consumable,vsc11084,138314.45 Hours,1265865.45 Hours,10006111.21 Hours,45527040.0 Hours,11/08/2025 - 00:00,12/08/2025 - 06:03
credits,Consumable,vsc46187,108.12 Hours,11616.51 Hours,9867796.76 Hours,45527040.0 Hours,10/08/2025 - 00:00,11/08/2025 - 06:03
credits,Consumable,vsc46187,0.93 Hours,11508.39 Hours,9867688.64 Hours,45527040.0 Hours,09/08/2025 - 00:00,10/08/2025 - 06:03
credits,Consumable,vsc10951,460.55 Hours,227437.42 Hours,9867687.72 Hours,45527040.0 Hours,09/08/2025 - 00:00,10/08/2025 - 06:03
credits,Consumable,vsc11084,138478.26 Hours,1127551.01 Hours,9867227.17 Hours,45527040.0 Hours,09/08/2025 - 00:00,10/08/2025 - 06:03
credits,Consumable,vsc11084,26613.1 Hours,989072.75 Hours,9728748.91 Hours,45527040.0 Hours,08/08/2025 - 00:00,09/08/2025 - 06:03
credits,Consumable,vsc11084,1015.22 Hours,962459.65 Hours,9702135.81 Hours,45527040.0 Hours,07/08/2025 - 00:00,08/08/2025 - 06:03
credits,Consumable,vsc10951,800.33 Hours,226976.87 Hours,9701120.59 Hours,45527040.0 Hours,07/08/2025 - 00:00,08/08/2025 - 06:03
credits,Consumable,vsc10951,404.99 Hours,226176.54 Hours,9700320.26 Hours,45527040.0 Hours,06/08/2025 - 00:00,07/08/2025 - 06:03
credits,Consumable,vsc11084,11613.97 Hours,961444.43 Hours,9699915.26 Hours,45527040.0 Hours,06/08/2025 - 00:00,07/08/2025 - 06:03
credits,Consumable,vsc10951,640.4 Hours,225771.55 Hours,9688301.3 Hours,45527040.0 Hours,05/08/2025 - 00:00,06/08/2025 - 06:03
credits,Consumable,vsc11084,5226.6 Hours,949830.46 Hours,9687660.9 Hours,45527040.0 Hours,05/08/2025 - 00:00,06/08/2025 - 06:03
credits,Consumable,vsc11084,63.56 Hours,944603.86 Hours,9682434.29 Hours,45527040.0 Hours,04/08/2025 - 00:00,05/08/2025 - 06:03
credits,Consumable,vsc10951,641.93 Hours,225131.15 Hours,9682370.73 Hours,45527040.0 Hours,04/08/2025 - 00:00,05/08/2025 - 06:03
credits,Consumable,vsc10951,440.14 Hours,224489.22 Hours,9681728.8 Hours,45527040.0 Hours,03/08/2025 - 00:00,04/08/2025 - 06:03
credits,Consumable,vsc11084,92311.48 Hours,944540.3 Hours,9681288.66 Hours,45527040.0 Hours,03/08/2025 - 00:00,04/08/2025 - 06:03
credits,Consumable,vsc10951,320.34 Hours,224049.07 Hours,9588977.18 Hours,45527040.0 Hours,02/08/2025 - 00:00,03/08/2025 - 06:03
credits,Consumable,vsc10951,640.12 Hours,223728.73 Hours,9588656.84 Hours,45527040.0 Hours,01/08/2025 - 00:00,02/08/2025 - 06:03
credits,Consumable,vsc11006,955.91 Hours,21930.29 Hours,9588016.72 Hours,45527040.0 Hours,01/08/2025 - 00:00,02/08/2025 - 06:03
credits,Consumable,vsc11084,4651.03 Hours,852228.82 Hours,9587060.82 Hours,45527040.0 Hours,01/08/2025 - 00:00,02/08/2025 - 06:03
credits,Consumable,vsc10951,640.42 Hours,223088.62 Hours,9582409.78 Hours,45527040.0 Hours,31/07/2025 - 00:00,01/08/2025 - 06:03
credits,Consumable,vsc11084,4690.22 Hours,847577.79 Hours,9581769.37 Hours,45527040.0 Hours,31/07/2025 - 00:00,01/08/2025 - 06:03
credits,Consumable,vsc10951,640.19 Hours,222448.2 Hours,9577079.15 Hours,45527040.0 Hours,30/07/2025 - 00:00,31/07/2025 - 06:03
credits,Consumable,vsc10951,320.58 Hours,221808.01 Hours,9576438.96 Hours,45527040.0 Hours,29/07/2025 - 00:00,30/07/2025 - 06:03
credits,Consumable,vsc10154,64.26 Hours,8249161.01 Hours,9576118.38 Hours,45527040.0 Hours,29/07/2025 - 00:00,30/07/2025 - 06:03
credits,Consumable,vsc10951,640.58 Hours,221487.43 Hours,9576054.12 Hours,45527040.0 Hours,28/07/2025 - 00:00,29/07/2025 - 06:03
credits,Consumable,vsc10154,320.24 Hours,8249096.75 Hours,9575413.54 Hours,45527040.0 Hours,28/07/2025 - 00:00,29/07/2025 - 06:03
credits,Consumable,vsc10154,320.2 Hours,8248776.51 Hours,9575093.3 Hours,45527040.0 Hours,27/07/2025 - 00:00,28/07/2025 - 06:03
credits,Consumable,vsc11084,36939.99 Hours,842887.57 Hours,9574773.1 Hours,45527040.0 Hours,27/07/2025 - 00:00,28/07/2025 - 06:03
credits,Consumable,vsc10154,192.04 Hours,8248456.32 Hours,9537833.11 Hours,45527040.0 Hours,25/07/2025 - 00:00,26/07/2025 - 06:03
credits,Consumable,vsc10951,640.14 Hours,220846.85 Hours,9537641.07 Hours,45527040.0 Hours,25/07/2025 - 00:00,26/07/2025 - 06:03
credits,Consumable,vsc11084,4609.71 Hours,805947.58 Hours,9537000.93 Hours,45527040.0 Hours,25/07/2025 - 00:00,26/07/2025 - 06:03
credits,Consumable,vsc10154,14.22 Hours,8248264.27 Hours,9532391.22 Hours,45527040.0 Hours,24/07/2025 - 00:00,25/07/2025 - 06:03
credits,Consumable,vsc10951,670.81 Hours,220206.71 Hours,9532377.0 Hours,45527040.0 Hours,24/07/2025 - 00:00,25/07/2025 - 06:03
credits,Consumable,vsc11084,4618.19 Hours,801337.87 Hours,9531706.19 Hours,45527040.0 Hours,24/07/2025 - 00:00,25/07/2025 - 06:03
credits,Consumable,vsc11084,12.81 Hours,796719.68 Hours,9527088.01 Hours,45527040.0 Hours,23/07/2025 - 00:00,24/07/2025 - 06:03
credits,Consumable,vsc10154,640.5 Hours,8248250.05 Hours,9527075.2 Hours,45527040.0 Hours,23/07/2025 - 00:00,24/07/2025 - 06:03
credits,Consumable,vsc11006,71.9 Hours,20974.39 Hours,9526434.7 Hours,45527040.0 Hours,23/07/2025 - 00:00,24/07/2025 - 06:03
credits,Consumable,vsc46187,2.22 Hours,11507.46 Hours,9526362.8 Hours,45527040.0 Hours,23/07/2025 - 00:00,24/07/2025 - 06:03
credits,Consumable,vsc10951,1440.42 Hours,219535.9 Hours,9526360.57 Hours,45527040.0 Hours,23/07/2025 - 00:00,24/07/2025 - 06:03
credits,Consumable,vsc11006,106.91 Hours,20902.48 Hours,9524920.15 Hours,45527040.0 Hours,22/07/2025 - 00:00,23/07/2025 - 06:03
credits,Consumable,vsc10951,1360.37 Hours,218095.48 Hours,9524813.24 Hours,45527040.0 Hours,22/07/2025 - 00:00,23/07/2025 - 06:03
credits,Consumable,vsc10154,640.25 Hours,8247609.55 Hours,9523452.88 Hours,45527040.0 Hours,22/07/2025 - 00:00,23/07/2025 - 06:03
credits,Consumable,vsc10154,768.34 Hours,8246969.3 Hours,9522812.63 Hours,45527040.0 Hours,21/07/2025 - 00:00,22/07/2025 - 06:03
credits,Consumable,vsc46187,45.08 Hours,11505.24 Hours,9522044.29 Hours,45527040.0 Hours,21/07/2025 - 00:00,22/07/2025 - 06:03
credits,Consumable,vsc11084,36936.43 Hours,796706.88 Hours,9521999.21 Hours,45527040.0 Hours,21/07/2025 - 00:00,22/07/2025 - 06:03
credits,Consumable,vsc46187,45.24 Hours,11460.16 Hours,9485062.79 Hours,45527040.0 Hours,20/07/2025 - 00:00,21/07/2025 - 06:03
credits,Consumable,vsc10154,571.8 Hours,8246200.96 Hours,9485017.55 Hours,45527040.0 Hours,20/07/2025 - 00:00,21/07/2025 - 06:03
credits,Consumable,vsc10951,1120.92 Hours,216735.11 Hours,9484445.74 Hours,45527040.0 Hours,18/07/2025 - 00:00,19/07/2025 - 06:03
credits,Consumable,vsc11006,80.6 Hours,20795.57 Hours,9483324.83 Hours,45527040.0 Hours,18/07/2025 - 00:00,19/07/2025 - 06:03
credits,Consumable,vsc11084,73933.88 Hours,759770.45 Hours,9483244.23 Hours,45527040.0 Hours,18/07/2025 - 00:00,19/07/2025 - 06:03
credits,Consumable,vsc11006,402.52 Hours,20714.97 Hours,9409310.35 Hours,45527040.0 Hours,17/07/2025 - 00:00,18/07/2025 - 06:03
credits,Consumable,vsc11084,40.33 Hours,685836.57 Hours,9408907.83 Hours,45527040.0 Hours,17/07/2025 - 00:00,18/07/2025 - 06:03
credits,Consumable,vsc10951,1121.09 Hours,215614.2 Hours,9408867.5 Hours,45527040.0 Hours,17/07/2025 - 00:00,18/07/2025 - 06:03
credits,Consumable,vsc11084,10.26 Hours,685796.24 Hours,9407746.42 Hours,45527040.0 Hours,16/07/2025 - 00:00,17/07/2025 - 06:03
credits,Consumable,vsc11084,19.24 Hours,685785.98 Hours,9407736.16 Hours,45527040.0 Hours,15/07/2025 - 00:00,16/07/2025 - 06:03
credits,Consumable,vsc11006,32.01 Hours,20312.46 Hours,9407716.92 Hours,45527040.0 Hours,15/07/2025 - 00:00,16/07/2025 - 06:03
credits,Consumable,vsc10951,1601.73 Hours,214493.11 Hours,9407684.91 Hours,45527040.0 Hours,10/07/2025 - 00:00,15/07/2025 - 09:01
credits,Consumable,vsc11084,36936.0 Hours,685766.74 Hours,9406083.18 Hours,45527040.0 Hours,10/07/2025 - 00:00,15/07/2025 - 09:01
credits,Consumable,vsc10951,3236.23 Hours,212891.38 Hours,9369147.18 Hours,45527040.0 Hours,09/07/2025 - 00:00,15/07/2025 - 09:01
credits,Consumable,vsc10951,2281.89 Hours,209655.15 Hours,9365910.95 Hours,45527040.0 Hours,08/07/2025 - 00:00,15/07/2025 - 08:58
credits,Consumable,vsc10951,2001.03 Hours,207373.26 Hours,9363629.06 Hours,45527040.0 Hours,14/07/2025 - 00:00,15/07/2025 - 06:03
credits,Consumable,vsc10951,1140.53 Hours,205372.23 Hours,9361628.03 Hours,45527040.0 Hours,07/07/2025 - 00:00,08/07/2025 - 06:03
credits,Consumable,vsc11006,491.32 Hours,20280.45 Hours,9360487.5 Hours,45527040.0 Hours,07/07/2025 - 00:00,08/07/2025 - 06:03
