Project Usages

Resource,Type,User,Current used by user,Total used by user,Total used,Reserved value,Date,Uploaded at
cpu,Consumable,vsc44757,19898.2 Hours,484428.87 Hours,29972999.91 Hours,51212384.0 Hours,28/10/2025 - 00:00,29/10/2025 - 06:03
cpu,Consumable,vsc46032,72088.8 Hours,8238323.46 Hours,29953101.71 Hours,51212384.0 Hours,28/10/2025 - 00:00,29/10/2025 - 06:03
cpu,Consumable,vsc48641,270.72 Hours,270.72 Hours,29881012.91 Hours,51212384.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc45628,6246.12 Hours,2117746.65 Hours,29880742.19 Hours,51212384.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc45263,6744.89 Hours,6441510.22 Hours,29874496.07 Hours,51212384.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc45381,41422.15 Hours,9565294.85 Hours,29867751.19 Hours,51212384.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc44757,13297.64 Hours,464530.67 Hours,29826329.03 Hours,51212384.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc46032,37484.84 Hours,8166234.66 Hours,29813031.4 Hours,51212384.0 Hours,27/10/2025 - 00:00,28/10/2025 - 06:03
cpu,Consumable,vsc45381,14.68 Hours,9523872.7 Hours,29775546.56 Hours,51212384.0 Hours,26/10/2025 - 00:00,27/10/2025 - 06:03
cpu,Consumable,vsc45628,465.92 Hours,2111500.53 Hours,29775531.89 Hours,51212384.0 Hours,26/10/2025 - 00:00,27/10/2025 - 06:03
cpu,Consumable,vsc43561,667.24 Hours,909909.13 Hours,29775065.97 Hours,51212384.0 Hours,26/10/2025 - 00:00,27/10/2025 - 06:03
cpu,Consumable,vsc45263,459.76 Hours,6434765.33 Hours,29774398.73 Hours,51212384.0 Hours,26/10/2025 - 00:00,27/10/2025 - 06:03
cpu,Consumable,vsc46275,27642.77 Hours,1296712.99 Hours,29773938.97 Hours,51212384.0 Hours,26/10/2025 - 00:00,27/10/2025 - 06:03
cpu,Consumable,vsc44757,6569.99 Hours,451233.03 Hours,29746296.2 Hours,51212384.0 Hours,26/10/2025 - 00:00,27/10/2025 - 06:03
cpu,Consumable,vsc46032,85645.34 Hours,8128749.82 Hours,29739726.21 Hours,51212384.0 Hours,26/10/2025 - 00:00,27/10/2025 - 06:03
cpu,Consumable,vsc45628,1412.55 Hours,2111034.61 Hours,29654080.87 Hours,51212384.0 Hours,25/10/2025 - 00:00,26/10/2025 - 06:03
cpu,Consumable,vsc45381,1384.51 Hours,9523858.02 Hours,29652668.32 Hours,51212384.0 Hours,25/10/2025 - 00:00,26/10/2025 - 06:03
cpu,Consumable,vsc46275,6557.9 Hours,1269070.22 Hours,29651283.8 Hours,51212384.0 Hours,25/10/2025 - 00:00,26/10/2025 - 06:03
cpu,Consumable,vsc44757,19449.64 Hours,444663.04 Hours,29644725.9 Hours,51212384.0 Hours,25/10/2025 - 00:00,26/10/2025 - 06:03
cpu,Consumable,vsc45263,9197.79 Hours,6434305.57 Hours,29625276.27 Hours,51212384.0 Hours,25/10/2025 - 00:00,26/10/2025 - 06:03
cpu,Consumable,vsc46032,20574.18 Hours,8043104.48 Hours,29616078.48 Hours,51212384.0 Hours,25/10/2025 - 00:00,26/10/2025 - 06:03
cpu,Consumable,vsc43561,49766.87 Hours,909241.9 Hours,29595504.3 Hours,51212384.0 Hours,25/10/2025 - 00:00,26/10/2025 - 06:03
cpu,Consumable,vsc46275,0.67 Hours,1262512.32 Hours,29545737.44 Hours,51212384.0 Hours,24/10/2025 - 00:00,25/10/2025 - 06:03
cpu,Consumable,vsc45381,408.73 Hours,9522473.51 Hours,29545736.77 Hours,51212384.0 Hours,24/10/2025 - 00:00,25/10/2025 - 06:03
cpu,Consumable,vsc45263,113558.42 Hours,6425107.78 Hours,29545328.04 Hours,51212384.0 Hours,24/10/2025 - 00:00,25/10/2025 - 06:03
cpu,Consumable,vsc46032,18000.69 Hours,8022530.3 Hours,29431769.62 Hours,51212384.0 Hours,24/10/2025 - 00:00,25/10/2025 - 06:03
cpu,Consumable,vsc46275,3402.63 Hours,1262511.65 Hours,29413768.93 Hours,51212384.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc44757,15769.6 Hours,425213.41 Hours,29410366.3 Hours,51212384.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc45381,1250.34 Hours,9522064.78 Hours,29394596.7 Hours,51212384.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc45263,27574.78 Hours,6311549.37 Hours,29393346.36 Hours,51212384.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc46032,14280.77 Hours,8004529.62 Hours,29365771.58 Hours,51212384.0 Hours,23/10/2025 - 00:00,24/10/2025 - 06:03
cpu,Consumable,vsc46275,2904.39 Hours,1259109.02 Hours,29351490.81 Hours,51212384.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc44757,22354.77 Hours,409443.81 Hours,29348586.42 Hours,51212384.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc45381,13003.92 Hours,9520814.43 Hours,29326231.64 Hours,51212384.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc45263,16647.21 Hours,6283974.58 Hours,29313227.72 Hours,51212384.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc43561,41485.48 Hours,859475.03 Hours,29296580.51 Hours,51212384.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc46032,72386.66 Hours,7990248.85 Hours,29255095.03 Hours,51212384.0 Hours,22/10/2025 - 00:00,23/10/2025 - 06:03
cpu,Consumable,vsc45381,2719.28 Hours,9507810.51 Hours,29182708.38 Hours,51212384.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc45263,1258.54 Hours,6267327.38 Hours,29179989.1 Hours,51212384.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc46275,2954.42 Hours,1256204.63 Hours,29178730.56 Hours,51212384.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc46032,21213.25 Hours,7917862.19 Hours,29175776.14 Hours,51212384.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc44757,20567.15 Hours,387089.03 Hours,29154562.89 Hours,51212384.0 Hours,21/10/2025 - 00:00,22/10/2025 - 06:03
cpu,Consumable,vsc45263,6372.99 Hours,6266068.84 Hours,29133995.74 Hours,51212384.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc43561,1403.41 Hours,817989.55 Hours,29127622.76 Hours,51212384.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc46275,11743.68 Hours,1253250.22 Hours,29126219.34 Hours,51212384.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc44757,13557.01 Hours,366521.89 Hours,29114475.66 Hours,51212384.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc46032,100788.23 Hours,7896648.94 Hours,29100918.65 Hours,51212384.0 Hours,20/10/2025 - 00:00,21/10/2025 - 06:03
cpu,Consumable,vsc46275,35538.24 Hours,1241506.54 Hours,29000130.42 Hours,51212384.0 Hours,19/10/2025 - 00:00,20/10/2025 - 06:03
cpu,Consumable,vsc44757,25692.94 Hours,352964.88 Hours,28964592.18 Hours,51212384.0 Hours,19/10/2025 - 00:00,20/10/2025 - 06:03
cpu,Consumable,vsc43561,16078.79 Hours,816586.14 Hours,28938899.23 Hours,51212384.0 Hours,19/10/2025 - 00:00,20/10/2025 - 06:03
cpu,Consumable,vsc46032,34160.14 Hours,7795860.71 Hours,28922820.44 Hours,51212384.0 Hours,19/10/2025 - 00:00,20/10/2025 - 06:03
cpu,Consumable,vsc46275,3870.12 Hours,1205968.3 Hours,28888660.3 Hours,51212384.0 Hours,18/10/2025 - 00:00,19/10/2025 - 06:03
cpu,Consumable,vsc45263,1505.79 Hours,6259695.85 Hours,28884790.19 Hours,51212384.0 Hours,18/10/2025 - 00:00,19/10/2025 - 06:03
cpu,Consumable,vsc45381,1243.16 Hours,9505091.23 Hours,28883284.39 Hours,51212384.0 Hours,18/10/2025 - 00:00,19/10/2025 - 06:03
cpu,Consumable,vsc46032,19266.28 Hours,7761700.57 Hours,28882041.23 Hours,51212384.0 Hours,18/10/2025 - 00:00,19/10/2025 - 06:03
cpu,Consumable,vsc46275,7053.81 Hours,1202098.18 Hours,28862774.95 Hours,51212384.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
cpu,Consumable,vsc45263,2279.68 Hours,6258190.06 Hours,28855721.14 Hours,51212384.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
cpu,Consumable,vsc44757,13224.64 Hours,327271.93 Hours,28853441.46 Hours,51212384.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
cpu,Consumable,vsc46032,11549.3 Hours,7742434.29 Hours,28840216.82 Hours,51212384.0 Hours,17/10/2025 - 00:00,18/10/2025 - 06:03
cpu,Consumable,vsc46275,4309.01 Hours,1195044.37 Hours,28828667.53 Hours,51212384.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc45263,3582.76 Hours,6255910.38 Hours,28824358.51 Hours,51212384.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc43561,276.41 Hours,800507.35 Hours,28820775.75 Hours,51212384.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc45381,2.35 Hours,9503848.07 Hours,28820499.34 Hours,51212384.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc44757,6377.07 Hours,314047.29 Hours,28820497.0 Hours,51212384.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc46032,40083.69 Hours,7730884.99 Hours,28814119.93 Hours,51212384.0 Hours,16/10/2025 - 00:00,17/10/2025 - 06:03
cpu,Consumable,vsc46275,238.61 Hours,1190735.36 Hours,28774036.24 Hours,51212384.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc45381,2192.56 Hours,9503845.72 Hours,28773797.63 Hours,51212384.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc45263,113805.34 Hours,6252327.62 Hours,28771605.06 Hours,51212384.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc43561,49156.84 Hours,800230.94 Hours,28657799.73 Hours,51212384.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc46032,56214.54 Hours,7690801.3 Hours,28608642.89 Hours,51212384.0 Hours,15/10/2025 - 00:00,16/10/2025 - 06:03
cpu,Consumable,vsc45381,2149.02 Hours,9501653.16 Hours,28552428.35 Hours,51212384.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc46275,581.75 Hours,1190496.74 Hours,28550279.33 Hours,51212384.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc45263,101589.3 Hours,6138522.28 Hours,28549697.58 Hours,51212384.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc46032,42488.55 Hours,7634586.76 Hours,28448108.27 Hours,51212384.0 Hours,14/10/2025 - 00:00,15/10/2025 - 06:03
cpu,Consumable,vsc45381,266.95 Hours,9499504.14 Hours,28405619.73 Hours,51212384.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc45263,1840.34 Hours,6036932.98 Hours,28405352.77 Hours,51212384.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc46275,4399.79 Hours,1189914.99 Hours,28403512.44 Hours,51212384.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc43561,784.68 Hours,751074.1 Hours,28399112.65 Hours,51212384.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc46032,63784.68 Hours,7592098.21 Hours,28398327.97 Hours,51212384.0 Hours,13/10/2025 - 00:00,14/10/2025 - 06:03
cpu,Consumable,vsc46275,3220.94 Hours,1185515.2 Hours,28334543.29 Hours,51212384.0 Hours,12/10/2025 - 00:00,13/10/2025 - 06:03
cpu,Consumable,vsc43561,1757.19 Hours,750289.43 Hours,28331322.35 Hours,51212384.0 Hours,12/10/2025 - 00:00,13/10/2025 - 06:03
cpu,Consumable,vsc45263,24341.27 Hours,6035092.64 Hours,28329565.15 Hours,51212384.0 Hours,12/10/2025 - 00:00,13/10/2025 - 06:03
cpu,Consumable,vsc46032,64612.92 Hours,7528313.53 Hours,28305223.88 Hours,51212384.0 Hours,12/10/2025 - 00:00,13/10/2025 - 06:03
cpu,Consumable,vsc45263,32525.27 Hours,6010751.36 Hours,28240610.96 Hours,51212384.0 Hours,11/10/2025 - 00:00,12/10/2025 - 06:03
cpu,Consumable,vsc46032,34616.53 Hours,7463700.61 Hours,28208085.69 Hours,51212384.0 Hours,11/10/2025 - 00:00,12/10/2025 - 06:03
cpu,Consumable,vsc43561,18955.55 Hours,748532.24 Hours,28173469.16 Hours,51212384.0 Hours,11/10/2025 - 00:00,12/10/2025 - 06:03
cpu,Consumable,vsc45263,1478.6 Hours,5978226.1 Hours,28154513.61 Hours,51212384.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc44757,347.38 Hours,307670.22 Hours,28153035.01 Hours,51212384.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc46032,18080.21 Hours,7429084.08 Hours,28152687.63 Hours,51212384.0 Hours,10/10/2025 - 00:00,11/10/2025 - 06:03
cpu,Consumable,vsc45263,145.46 Hours,5976747.5 Hours,28134607.42 Hours,51212384.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc46275,1386.28 Hours,1182294.26 Hours,28134461.96 Hours,51212384.0 Hours,09/10/2025 - 00:00,10/10/2025 - 06:03
cpu,Consumable,vsc44757,0.01 Hours,307322.85 Hours,28133075.69 Hours,51212384.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc46275,9005.19 Hours,1180907.98 Hours,28133075.68 Hours,51212384.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc46032,65150.9 Hours,7411003.87 Hours,28124070.49 Hours,51212384.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc43561,39599.5 Hours,729576.68 Hours,28058919.59 Hours,51212384.0 Hours,08/10/2025 - 00:00,09/10/2025 - 06:03
cpu,Consumable,vsc46275,6389.44 Hours,1171902.79 Hours,28019320.09 Hours,51212384.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
cpu,Consumable,vsc46032,52761.14 Hours,7345852.97 Hours,28012930.65 Hours,51212384.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
cpu,Consumable,vsc44757,6911.36 Hours,307322.84 Hours,27960169.51 Hours,51212384.0 Hours,07/10/2025 - 00:00,08/10/2025 - 06:03
cpu,Consumable,vsc46275,7415.47 Hours,1165513.35 Hours,27953258.15 Hours,51212384.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc45263,2068.51 Hours,5976602.04 Hours,27945842.68 Hours,51212384.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc44757,21523.45 Hours,300411.48 Hours,27943774.17 Hours,51212384.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc43561,42392.57 Hours,689977.18 Hours,27922250.72 Hours,51212384.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc46032,70785.77 Hours,7293091.83 Hours,27879858.15 Hours,51212384.0 Hours,06/10/2025 - 00:00,07/10/2025 - 06:03
cpu,Consumable,vsc46275,6869.01 Hours,1158097.89 Hours,27809072.38 Hours,51212384.0 Hours,05/10/2025 - 00:00,06/10/2025 - 06:03
cpu,Consumable,vsc44757,21428.34 Hours,278888.03 Hours,27802203.37 Hours,51212384.0 Hours,05/10/2025 - 00:00,06/10/2025 - 06:03
cpu,Consumable,vsc45263,15315.62 Hours,5974533.53 Hours,27780775.03 Hours,51212384.0 Hours,05/10/2025 - 00:00,06/10/2025 - 06:03
cpu,Consumable,vsc46032,19169.79 Hours,7222306.06 Hours,27765459.41 Hours,51212384.0 Hours,05/10/2025 - 00:00,06/10/2025 - 06:03
cpu,Consumable,vsc46275,7960.6 Hours,1151228.87 Hours,27746289.62 Hours,51212384.0 Hours,04/10/2025 - 00:00,05/10/2025 - 06:03
cpu,Consumable,vsc44757,28499.48 Hours,257459.69 Hours,27738329.02 Hours,51212384.0 Hours,04/10/2025 - 00:00,05/10/2025 - 06:03
cpu,Consumable,vsc45263,4226.58 Hours,5959217.91 Hours,27709829.53 Hours,51212384.0 Hours,04/10/2025 - 00:00,05/10/2025 - 06:03
cpu,Consumable,vsc46032,12945.78 Hours,7203136.27 Hours,27705602.95 Hours,51212384.0 Hours,04/10/2025 - 00:00,05/10/2025 - 06:03
cpu,Consumable,vsc44757,7217.96 Hours,228960.21 Hours,27692657.17 Hours,51212384.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc46275,6747.38 Hours,1143268.27 Hours,27685439.21 Hours,51212384.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc45263,86336.51 Hours,5954991.32 Hours,27678691.84 Hours,51212384.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc43561,31811.56 Hours,647584.61 Hours,27592355.33 Hours,51212384.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc46032,64426.81 Hours,7190190.49 Hours,27560543.77 Hours,51212384.0 Hours,03/10/2025 - 00:00,04/10/2025 - 06:03
cpu,Consumable,vsc45381,24.01 Hours,9499237.19 Hours,27496116.96 Hours,51212384.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc46275,4456.04 Hours,1136520.89 Hours,27496092.95 Hours,51212384.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc45263,4033.55 Hours,5868654.82 Hours,27491636.91 Hours,51212384.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc46032,19672.49 Hours,7125763.68 Hours,27487603.36 Hours,51212384.0 Hours,02/10/2025 - 00:00,03/10/2025 - 06:03
cpu,Consumable,vsc46613,1.0 Hours,84.74 Hours,27467930.87 Hours,51212384.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc46275,13366.22 Hours,1132064.86 Hours,27467929.87 Hours,51212384.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc45263,11412.66 Hours,5864621.27 Hours,27454563.64 Hours,51212384.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc44757,14117.89 Hours,221742.25 Hours,27443150.98 Hours,51212384.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc43561,41419.66 Hours,615773.05 Hours,27429033.09 Hours,51212384.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc46032,56836.15 Hours,7106091.19 Hours,27387613.43 Hours,51212384.0 Hours,01/10/2025 - 00:00,02/10/2025 - 06:03
cpu,Consumable,vsc45263,2958.04 Hours,5853208.6 Hours,27330777.28 Hours,51212384.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc46275,11164.73 Hours,1118698.63 Hours,27327819.24 Hours,51212384.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc44757,20219.77 Hours,207624.36 Hours,27316654.51 Hours,51212384.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc43561,685.83 Hours,574353.39 Hours,27296434.74 Hours,51212384.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc46032,90477.16 Hours,7049255.04 Hours,27295748.91 Hours,51212384.0 Hours,30/09/2025 - 00:00,01/10/2025 - 06:03
cpu,Consumable,vsc45628,5.75 Hours,2109622.06 Hours,27205271.75 Hours,51212384.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc45381,6.18 Hours,9499213.17 Hours,27205266.01 Hours,51212384.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc44757,12956.62 Hours,187404.59 Hours,27205259.83 Hours,51212384.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc46275,12037.65 Hours,1107533.9 Hours,27192303.21 Hours,51212384.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc43561,38385.49 Hours,573667.56 Hours,27180265.55 Hours,51212384.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc46032,104236.48 Hours,6958777.89 Hours,27141880.06 Hours,51212384.0 Hours,29/09/2025 - 00:00,30/09/2025 - 06:03
cpu,Consumable,vsc46275,10336.57 Hours,1095496.25 Hours,27037643.58 Hours,51212384.0 Hours,28/09/2025 - 00:00,29/09/2025 - 06:03
cpu,Consumable,vsc46032,26832.72 Hours,6854541.41 Hours,27027307.01 Hours,51212384.0 Hours,28/09/2025 - 00:00,29/09/2025 - 06:03
cpu,Consumable,vsc45628,0.23 Hours,2109616.31 Hours,27000474.29 Hours,51212384.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
cpu,Consumable,vsc46032,12036.39 Hours,6827708.69 Hours,27000474.06 Hours,51212384.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
cpu,Consumable,vsc46275,13298.35 Hours,1085159.68 Hours,26988437.67 Hours,51212384.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
cpu,Consumable,vsc45263,286.67 Hours,5850250.56 Hours,26975139.33 Hours,51212384.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
cpu,Consumable,vsc44757,17128.16 Hours,174447.97 Hours,26974852.66 Hours,51212384.0 Hours,27/09/2025 - 00:00,28/09/2025 - 06:03
cpu,Consumable,vsc43004,41.07 Hours,4018.76 Hours,26957724.5 Hours,51212384.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc46275,2182.54 Hours,1071861.34 Hours,26957683.43 Hours,51212384.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc44757,2553.82 Hours,157319.81 Hours,26955500.89 Hours,51212384.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc45263,2303.4 Hours,5849963.89 Hours,26952947.07 Hours,51212384.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc46032,8298.53 Hours,6815672.3 Hours,26950643.68 Hours,51212384.0 Hours,26/09/2025 - 00:00,27/09/2025 - 06:03
cpu,Consumable,vsc43004,75.65 Hours,3977.69 Hours,26942345.15 Hours,51212384.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:04
cpu,Consumable,vsc45628,15.75 Hours,2109616.08 Hours,26942269.5 Hours,51212384.0 Hours,25/09/2025 - 00:00,26/09/2025 - 06:03
